"SiteID","Pct_Windows_Facing_North","Pct_Windows_Facing_NorthEast","Pct_Windows_Facing_East","Pct_Windows_Facing_SouthEast","Pct_Windows_Facing_South","Pct_Windows_Facing_SouthWest","Pct_Windows_Facing_West","Pct_Windows_Facing_NorthWest","Pct_Windows_Facing_Unknown"
"SITE_1864","15.4%","0.0%","23.1%","0.0%","30.8%","0.0%","30.8%","0.0%","0.0%"
"SITE_1865","28.6%","0.0%","28.6%","0.0%","21.4%","0.0%","21.4%","0.0%","0.0%"
"SITE_1866","0.0%","0.0%","42.9%","0.0%","42.9%","0.0%","14.3%","0.0%","0.0%"
"SITE_1867","36.4%","0.0%","9.1%","0.0%","54.5%","0.0%","0.0%","0.0%","0.0%"
"SITE_1868","46.7%","0.0%","6.7%","0.0%","40.0%","0.0%","6.7%","0.0%","0.0%"
"SITE_1869","31.2%","0.0%","18.8%","0.0%","6.2%","0.0%","43.8%","0.0%","0.0%"
"SITE_187","23.1%","0.0%","15.4%","0.0%","30.8%","0.0%","23.1%","0.0%","7.7%"
"SITE_1870","70.0%","0.0%","0.0%","0.0%","20.0%","0.0%","10.0%","0.0%","0.0%"
"SITE_1871","46.2%","0.0%","23.1%","0.0%","23.1%","0.0%","7.7%","0.0%","0.0%"
"SITE_1872","43.8%","0.0%","12.5%","0.0%","31.2%","0.0%","12.5%","0.0%","0.0%"
"SITE_1873","46.7%","0.0%","20.0%","0.0%","20.0%","0.0%","13.3%","0.0%","0.0%"
"SITE_1874","14.3%","0.0%","42.9%","14.3%","0.0%","0.0%","28.6%","0.0%","0.0%"
"SITE_1875","62.5%","0.0%","0.0%","0.0%","25.0%","0.0%","12.5%","0.0%","0.0%"
"SITE_1876","25.0%","0.0%","33.3%","0.0%","16.7%","0.0%","25.0%","0.0%","0.0%"
"SITE_1877","25.0%","0.0%","31.2%","0.0%","18.8%","0.0%","25.0%","0.0%","0.0%"
"SITE_1878","6.7%","0.0%","46.7%","0.0%","26.7%","0.0%","20.0%","0.0%","0.0%"
"SITE_1879","12.5%","0.0%","31.2%","0.0%","18.8%","0.0%","37.5%","0.0%","0.0%"
"SITE_188","30.0%","0.0%","50.0%","0.0%","10.0%","0.0%","10.0%","0.0%","0.0%"
"SITE_1880","16.7%","0.0%","38.9%","0.0%","11.1%","0.0%","33.3%","0.0%","0.0%"
"SITE_1882","20.0%","0.0%","40.0%","0.0%","20.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_1883","50.0%","0.0%","16.7%","0.0%","16.7%","0.0%","16.7%","0.0%","0.0%"
"SITE_1884","40.0%","0.0%","0.0%","0.0%","40.0%","0.0%","0.0%","0.0%","20.0%"
"SITE_1885","45.5%","0.0%","9.1%","0.0%","36.4%","0.0%","9.1%","0.0%","0.0%"
"SITE_1886","10.0%","0.0%","10.0%","0.0%","60.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_1887","26.7%","13.3%","33.3%","13.3%","6.7%","0.0%","6.7%","0.0%","0.0%"
"SITE_1888","0.0%","0.0%","42.9%","0.0%","14.3%","0.0%","42.9%","0.0%","0.0%"
"SITE_1889","25.0%","0.0%","0.0%","0.0%","50.0%","0.0%","25.0%","0.0%","0.0%"
"SITE_189","28.6%","0.0%","14.3%","0.0%","33.3%","0.0%","14.3%","9.5%","0.0%"
"SITE_1890","33.3%","0.0%","0.0%","0.0%","50.0%","0.0%","16.7%","0.0%","0.0%"
"SITE_1891","18.2%","0.0%","15.2%","0.0%","45.5%","3.0%","18.2%","0.0%","0.0%"
"SITE_1892","66.7%","0.0%","0.0%","0.0%","33.3%","0.0%","0.0%","0.0%","0.0%"
"SITE_1893","12.5%","0.0%","25.0%","0.0%","12.5%","0.0%","50.0%","0.0%","0.0%"
"SITE_1894","9.1%","0.0%","45.5%","0.0%","0.0%","0.0%","45.5%","0.0%","0.0%"
"SITE_1895","40.9%","0.0%","13.6%","0.0%","22.7%","0.0%","22.7%","0.0%","0.0%"
"SITE_1896","22.2%","0.0%","22.2%","0.0%","11.1%","0.0%","44.4%","0.0%","0.0%"
"SITE_1897","33.3%","0.0%","33.3%","0.0%","16.7%","0.0%","16.7%","0.0%","0.0%"
"SITE_1898","80.0%","0.0%","0.0%","0.0%","0.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_1899","41.7%","0.0%","8.3%","0.0%","33.3%","0.0%","16.7%","0.0%","0.0%"
"SITE_19","50.0%","0.0%","16.7%","0.0%","16.7%","0.0%","16.7%","0.0%","0.0%"
"SITE_190","0.0%","40.0%","0.0%","0.0%","0.0%","60.0%","0.0%","0.0%","0.0%"
"SITE_1900","28.6%","0.0%","57.1%","0.0%","14.3%","0.0%","0.0%","0.0%","0.0%"
"SITE_1901","0.0%","0.0%","57.1%","0.0%","0.0%","0.0%","42.9%","0.0%","0.0%"
"SITE_1902","16.7%","0.0%","12.5%","16.7%","25.0%","8.3%","16.7%","0.0%","4.2%"
"SITE_1903","0.0%","40.0%","0.0%","30.0%","0.0%","20.0%","0.0%","10.0%","0.0%"
"SITE_1904","33.3%","0.0%","0.0%","0.0%","16.7%","0.0%","50.0%","0.0%","0.0%"
"SITE_1905","14.3%","0.0%","28.6%","0.0%","14.3%","0.0%","35.7%","0.0%","7.1%"
"SITE_1906","36.4%","0.0%","27.3%","0.0%","9.1%","0.0%","27.3%","0.0%","0.0%"
"SITE_1907","25.0%","0.0%","12.5%","0.0%","31.2%","0.0%","25.0%","0.0%","6.2%"
"SITE_1908","36.4%","0.0%","27.3%","0.0%","27.3%","0.0%","9.1%","0.0%","0.0%"
"SITE_1909","40.0%","0.0%","20.0%","0.0%","20.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_191","27.8%","0.0%","11.1%","0.0%","33.3%","0.0%","27.8%","0.0%","0.0%"
"SITE_1910","0.0%","0.0%","44.4%","0.0%","33.3%","0.0%","22.2%","0.0%","0.0%"
"SITE_1911","50.0%","0.0%","10.0%","20.0%","0.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_1912","50.0%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_1914","22.2%","0.0%","33.3%","0.0%","11.1%","0.0%","33.3%","0.0%","0.0%"
"SITE_1915","0.0%","16.7%","8.3%","33.3%","0.0%","0.0%","0.0%","41.7%","0.0%"
"SITE_1916","28.6%","0.0%","21.4%","0.0%","21.4%","0.0%","28.6%","0.0%","0.0%"
"SITE_1917","6.2%","0.0%","37.5%","0.0%","31.2%","0.0%","18.8%","6.2%","0.0%"
"SITE_1918","40.0%","0.0%","40.0%","0.0%","0.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_1919","40.0%","0.0%","0.0%","0.0%","40.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_192","0.0%","0.0%","36.4%","0.0%","36.4%","0.0%","27.3%","0.0%","0.0%"
"SITE_1920","22.2%","0.0%","11.1%","0.0%","55.6%","0.0%","11.1%","0.0%","0.0%"
"SITE_1921","0.0%","0.0%","42.9%","0.0%","14.3%","0.0%","42.9%","0.0%","0.0%"
"SITE_1922","25.0%","0.0%","37.5%","0.0%","0.0%","0.0%","37.5%","0.0%","0.0%"
"SITE_1924","0.0%","22.2%","33.3%","0.0%","0.0%","11.1%","22.2%","11.1%","0.0%"
"SITE_1925","11.1%","0.0%","22.2%","0.0%","22.2%","0.0%","44.4%","0.0%","0.0%"
"SITE_1926","12.5%","0.0%","50.0%","0.0%","12.5%","0.0%","25.0%","0.0%","0.0%"
"SITE_1928","12.0%","12.0%","24.0%","8.0%","12.0%","8.0%","12.0%","12.0%","0.0%"
"SITE_1929","44.4%","0.0%","11.1%","0.0%","44.4%","0.0%","0.0%","0.0%","0.0%"
"SITE_193","15.8%","0.0%","15.8%","0.0%","42.1%","0.0%","26.3%","0.0%","0.0%"
"SITE_1930","20.0%","0.0%","20.0%","0.0%","20.0%","0.0%","40.0%","0.0%","0.0%"
"SITE_1931","40.0%","0.0%","33.3%","0.0%","6.7%","0.0%","20.0%","0.0%","0.0%"
"SITE_1932","28.6%","0.0%","14.3%","0.0%","28.6%","0.0%","28.6%","0.0%","0.0%"
"SITE_1933","33.3%","0.0%","13.3%","0.0%","33.3%","0.0%","20.0%","0.0%","0.0%"
"SITE_1934","0.0%","0.0%","66.7%","0.0%","33.3%","0.0%","0.0%","0.0%","0.0%"
"SITE_1935","34.6%","0.0%","15.4%","0.0%","42.3%","0.0%","7.7%","0.0%","0.0%"
"SITE_1936","7.7%","0.0%","53.8%","0.0%","38.5%","0.0%","0.0%","0.0%","0.0%"
"SITE_1937","25.0%","0.0%","18.8%","0.0%","25.0%","0.0%","31.2%","0.0%","0.0%"
"SITE_1938","0.0%","0.0%","38.5%","0.0%","7.7%","0.0%","53.8%","0.0%","0.0%"
"SITE_1939","25.0%","0.0%","25.0%","0.0%","37.5%","0.0%","12.5%","0.0%","0.0%"
"SITE_194","30.8%","0.0%","15.4%","0.0%","30.8%","7.7%","15.4%","0.0%","0.0%"
"SITE_1940","0.0%","21.1%","5.3%","5.3%","5.3%","47.4%","0.0%","15.8%","0.0%"
"SITE_1942","22.2%","0.0%","11.1%","11.1%","22.2%","22.2%","0.0%","11.1%","0.0%"
"SITE_1943","0.0%","27.3%","9.1%","9.1%","9.1%","18.2%","18.2%","9.1%","0.0%"
"SITE_1944","11.8%","0.0%","23.5%","0.0%","17.6%","0.0%","47.1%","0.0%","0.0%"
"SITE_1945","22.2%","0.0%","11.1%","0.0%","33.3%","0.0%","33.3%","0.0%","0.0%"
"SITE_1946","28.6%","0.0%","28.6%","0.0%","28.6%","0.0%","14.3%","0.0%","0.0%"
"SITE_1947","5.9%","0.0%","23.5%","0.0%","5.9%","5.9%","41.2%","17.6%","0.0%"
"SITE_1948","50.0%","0.0%","20.0%","0.0%","30.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_1949","23.1%","0.0%","46.2%","0.0%","23.1%","0.0%","7.7%","0.0%","0.0%"
"SITE_195","22.2%","0.0%","11.1%","0.0%","22.2%","11.1%","11.1%","11.1%","11.1%"
"SITE_1950","22.2%","0.0%","33.3%","0.0%","33.3%","0.0%","11.1%","0.0%","0.0%"
"SITE_1951","7.1%","0.0%","35.7%","0.0%","28.6%","0.0%","28.6%","0.0%","0.0%"
"SITE_1952","13.3%","0.0%","13.3%","0.0%","6.7%","0.0%","46.7%","20.0%","0.0%"
"SITE_1953","33.3%","0.0%","0.0%","0.0%","66.7%","0.0%","0.0%","0.0%","0.0%"
"SITE_1954","27.3%","0.0%","27.3%","0.0%","0.0%","0.0%","45.5%","0.0%","0.0%"
"SITE_1955","42.9%","0.0%","14.3%","0.0%","42.9%","0.0%","0.0%","0.0%","0.0%"
"SITE_1956","33.3%","0.0%","22.2%","0.0%","22.2%","0.0%","22.2%","0.0%","0.0%"
"SITE_1957","11.1%","0.0%","22.2%","0.0%","44.4%","0.0%","22.2%","0.0%","0.0%"
"SITE_1958","20.0%","0.0%","40.0%","0.0%","20.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_1959","50.0%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_196","33.3%","0.0%","20.0%","0.0%","33.3%","0.0%","13.3%","0.0%","0.0%"
"SITE_1967","20.0%","0.0%","40.0%","0.0%","40.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_1968","0.0%","0.0%","33.3%","0.0%","50.0%","0.0%","16.7%","0.0%","0.0%"
"SITE_1969","0.0%","0.0%","40.0%","0.0%","0.0%","0.0%","60.0%","0.0%","0.0%"
"SITE_197","40.0%","0.0%","40.0%","0.0%","10.0%","0.0%","10.0%","0.0%","0.0%"
"SITE_1970","50.0%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_1971","25.0%","0.0%","37.5%","0.0%","12.5%","0.0%","25.0%","0.0%","0.0%"
"SITE_1972","0.0%","0.0%","0.0%","25.0%","0.0%","0.0%","0.0%","75.0%","0.0%"
"SITE_1973","0.0%","9.1%","0.0%","27.3%","9.1%","18.2%","0.0%","36.4%","0.0%"
"SITE_1974","28.6%","0.0%","14.3%","0.0%","57.1%","0.0%","0.0%","0.0%","0.0%"
"SITE_1975","25.0%","0.0%","12.5%","0.0%","25.0%","0.0%","37.5%","0.0%","0.0%"
"SITE_1976","28.6%","0.0%","14.3%","0.0%","42.9%","0.0%","14.3%","0.0%","0.0%"
"SITE_1978","50.0%","0.0%","10.0%","0.0%","40.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_1979","20.0%","0.0%","30.0%","0.0%","20.0%","0.0%","20.0%","0.0%","10.0%"
"SITE_198","23.1%","0.0%","23.1%","0.0%","30.8%","0.0%","23.1%","0.0%","0.0%"
"SITE_1980","40.0%","0.0%","20.0%","0.0%","26.7%","0.0%","13.3%","0.0%","0.0%"
"SITE_1981","18.6%","0.0%","46.5%","0.0%","14.0%","0.0%","20.9%","0.0%","0.0%"
"SITE_1982","40.0%","0.0%","30.0%","0.0%","20.0%","0.0%","10.0%","0.0%","0.0%"
"SITE_1983","28.6%","0.0%","28.6%","0.0%","28.6%","0.0%","14.3%","0.0%","0.0%"
"SITE_1984","0.0%","0.0%","50.0%","0.0%","10.0%","0.0%","40.0%","0.0%","0.0%"
"SITE_1985","16.7%","0.0%","41.7%","8.3%","16.7%","0.0%","16.7%","0.0%","0.0%"
"SITE_1986","18.2%","0.0%","18.2%","0.0%","27.3%","0.0%","36.4%","0.0%","0.0%"
"SITE_1987","20.0%","0.0%","40.0%","0.0%","10.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_1988","14.3%","0.0%","28.6%","0.0%","42.9%","0.0%","14.3%","0.0%","0.0%"
"SITE_1989","29.4%","0.0%","17.6%","0.0%","41.2%","0.0%","11.8%","0.0%","0.0%"
"SITE_199","33.3%","0.0%","16.7%","0.0%","25.0%","0.0%","25.0%","0.0%","0.0%"
"SITE_1990","14.3%","0.0%","35.7%","0.0%","14.3%","0.0%","35.7%","0.0%","0.0%"
"SITE_1991","0.0%","0.0%","33.3%","0.0%","33.3%","0.0%","33.3%","0.0%","0.0%"
"SITE_1992","15.4%","7.7%","30.8%","7.7%","7.7%","0.0%","30.8%","0.0%","0.0%"
"SITE_1994","16.7%","0.0%","83.3%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_1995","66.7%","0.0%","16.7%","0.0%","0.0%","0.0%","16.7%","0.0%","0.0%"
"SITE_1996","0.0%","20.0%","0.0%","26.7%","0.0%","13.3%","0.0%","40.0%","0.0%"
"SITE_1997","20.0%","0.0%","17.1%","0.0%","40.0%","0.0%","22.9%","0.0%","0.0%"
"SITE_1998","0.0%","0.0%","50.0%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%"
"SITE_1999","28.6%","0.0%","0.0%","0.0%","42.9%","0.0%","28.6%","0.0%","0.0%"
"SITE_2","42.9%","0.0%","14.3%","0.0%","14.3%","0.0%","28.6%","0.0%","0.0%"
"SITE_20","0.0%","28.6%","0.0%","14.3%","0.0%","23.8%","0.0%","33.3%","0.0%"
"SITE_200","0.0%","7.1%","0.0%","42.9%","0.0%","14.3%","0.0%","35.7%","0.0%"
"SITE_2000","27.3%","0.0%","36.4%","0.0%","18.2%","0.0%","18.2%","0.0%","0.0%"
"SITE_2002","29.4%","0.0%","23.5%","0.0%","11.8%","0.0%","35.3%","0.0%","0.0%"
"SITE_2007","36.4%","0.0%","18.2%","0.0%","9.1%","0.0%","36.4%","0.0%","0.0%"
"SITE_2008","0.0%","0.0%","33.3%","0.0%","33.3%","0.0%","33.3%","0.0%","0.0%"
"SITE_201","36.4%","0.0%","0.0%","0.0%","27.3%","0.0%","36.4%","0.0%","0.0%"
"SITE_2010","13.3%","0.0%","26.7%","0.0%","40.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_2011","29.6%","0.0%","14.8%","0.0%","29.6%","0.0%","25.9%","0.0%","0.0%"
"SITE_2013","23.8%","0.0%","14.3%","0.0%","28.6%","0.0%","33.3%","0.0%","0.0%"
"SITE_2014","11.1%","0.0%","55.6%","0.0%","0.0%","0.0%","33.3%","0.0%","0.0%"
"SITE_2015","38.5%","0.0%","7.7%","0.0%","38.5%","0.0%","15.4%","0.0%","0.0%"
"SITE_2016","20.0%","0.0%","22.9%","0.0%","20.0%","0.0%","37.1%","0.0%","0.0%"
"SITE_2017","40.0%","0.0%","0.0%","0.0%","30.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_2018","20.0%","0.0%","20.0%","0.0%","20.0%","0.0%","40.0%","0.0%","0.0%"
"SITE_2019","42.9%","0.0%","28.6%","0.0%","14.3%","0.0%","14.3%","0.0%","0.0%"
"SITE_202","46.7%","0.0%","26.7%","0.0%","26.7%","0.0%","0.0%","0.0%","0.0%"
"SITE_2020","0.0%","45.0%","5.0%","5.0%","0.0%","30.0%","0.0%","15.0%","0.0%"
"SITE_2022","25.0%","0.0%","25.0%","0.0%","16.7%","0.0%","33.3%","0.0%","0.0%"
"SITE_2025","21.4%","0.0%","14.3%","0.0%","42.9%","0.0%","21.4%","0.0%","0.0%"
"SITE_2026","36.4%","9.1%","9.1%","0.0%","18.2%","0.0%","27.3%","0.0%","0.0%"
"SITE_2027","41.7%","0.0%","16.7%","0.0%","16.7%","0.0%","25.0%","0.0%","0.0%"
"SITE_2028","18.8%","0.0%","31.2%","0.0%","18.8%","0.0%","31.2%","0.0%","0.0%"
"SITE_2029","30.8%","0.0%","30.8%","0.0%","15.4%","0.0%","23.1%","0.0%","0.0%"
"SITE_203","0.0%","0.0%","16.7%","0.0%","50.0%","0.0%","33.3%","0.0%","0.0%"
"SITE_2030","33.3%","0.0%","33.3%","0.0%","11.1%","0.0%","22.2%","0.0%","0.0%"
"SITE_2031","0.0%","0.0%","9.1%","0.0%","45.5%","0.0%","45.5%","0.0%","0.0%"
"SITE_2032","30.0%","0.0%","20.0%","0.0%","30.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_2033","25.0%","0.0%","25.0%","0.0%","25.0%","0.0%","25.0%","0.0%","0.0%"
"SITE_2035","25.0%","0.0%","50.0%","0.0%","25.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_2036","33.3%","0.0%","20.0%","0.0%","33.3%","0.0%","13.3%","0.0%","0.0%"
"SITE_2037","20.0%","0.0%","40.0%","0.0%","20.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_2038","23.5%","0.0%","23.5%","0.0%","17.6%","0.0%","35.3%","0.0%","0.0%"
"SITE_2039","40.0%","0.0%","20.0%","0.0%","20.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_204","33.3%","0.0%","33.3%","0.0%","33.3%","0.0%","0.0%","0.0%","0.0%"
"SITE_2040","21.1%","0.0%","10.5%","0.0%","47.4%","0.0%","21.1%","0.0%","0.0%"
"SITE_2041","44.4%","0.0%","0.0%","0.0%","33.3%","0.0%","22.2%","0.0%","0.0%"
"SITE_2042","40.0%","0.0%","0.0%","0.0%","40.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_2043","10.0%","0.0%","40.0%","0.0%","10.0%","0.0%","40.0%","0.0%","0.0%"
"SITE_2044","4.3%","13.0%","4.3%","34.8%","4.3%","8.7%","4.3%","26.1%","0.0%"
"SITE_205","0.0%","0.0%","45.5%","0.0%","9.1%","0.0%","45.5%","0.0%","0.0%"
"SITE_206","11.1%","0.0%","44.4%","0.0%","16.7%","0.0%","27.8%","0.0%","0.0%"
"SITE_207","0.0%","20.0%","0.0%","40.0%","0.0%","20.0%","0.0%","20.0%","0.0%"
"SITE_208","0.0%","0.0%","29.4%","0.0%","29.4%","5.9%","29.4%","5.9%","0.0%"
"SITE_209","28.6%","0.0%","14.3%","0.0%","28.6%","0.0%","28.6%","0.0%","0.0%"
"SITE_21","7.7%","0.0%","30.8%","0.0%","15.4%","0.0%","46.2%","0.0%","0.0%"
"SITE_210","26.7%","0.0%","20.0%","13.3%","20.0%","13.3%","6.7%","0.0%","0.0%"
"SITE_211","7.7%","0.0%","23.1%","0.0%","69.2%","0.0%","0.0%","0.0%","0.0%"
"SITE_212","0.0%","0.0%","0.0%","0.0%","50.0%","0.0%","50.0%","0.0%","0.0%"
"SITE_213","0.0%","25.0%","0.0%","12.5%","0.0%","50.0%","0.0%","12.5%","0.0%"
"SITE_214","0.0%","20.0%","0.0%","20.0%","0.0%","10.0%","0.0%","50.0%","0.0%"
"SITE_215","35.7%","0.0%","0.0%","0.0%","28.6%","0.0%","28.6%","0.0%","7.1%"
"SITE_216","18.8%","0.0%","31.2%","6.2%","31.2%","0.0%","12.5%","0.0%","0.0%"
"SITE_217","50.0%","0.0%","12.5%","0.0%","12.5%","0.0%","25.0%","0.0%","0.0%"
"SITE_218","40.0%","0.0%","20.0%","0.0%","20.0%","0.0%","13.3%","6.7%","0.0%"
"SITE_219","11.8%","0.0%","35.3%","0.0%","23.5%","0.0%","29.4%","0.0%","0.0%"
"SITE_22","40.0%","0.0%","0.0%","0.0%","60.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_220","16.7%","0.0%","50.0%","0.0%","16.7%","0.0%","16.7%","0.0%","0.0%"
"SITE_221","0.0%","25.0%","12.5%","0.0%","12.5%","0.0%","37.5%","12.5%","0.0%"
"SITE_222","33.3%","0.0%","22.2%","0.0%","33.3%","0.0%","11.1%","0.0%","0.0%"
"SITE_223","0.0%","0.0%","0.0%","40.0%","0.0%","20.0%","0.0%","40.0%","0.0%"
"SITE_224","30.0%","0.0%","20.0%","0.0%","10.0%","0.0%","40.0%","0.0%","0.0%"
"SITE_225","0.0%","33.3%","0.0%","13.3%","0.0%","26.7%","0.0%","26.7%","0.0%"
"SITE_226","0.0%","0.0%","25.0%","0.0%","75.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_227","27.8%","5.6%","5.6%","11.1%","22.2%","11.1%","11.1%","5.6%","0.0%"
"SITE_228","20.0%","0.0%","0.0%","0.0%","40.0%","0.0%","40.0%","0.0%","0.0%"
"SITE_229","0.0%","22.2%","0.0%","55.6%","0.0%","11.1%","0.0%","11.1%","0.0%"
"SITE_23","22.2%","0.0%","44.4%","0.0%","22.2%","0.0%","11.1%","0.0%","0.0%"
"SITE_230","0.0%","7.7%","15.4%","23.1%","7.7%","15.4%","15.4%","15.4%","0.0%"
"SITE_231","28.6%","14.3%","14.3%","0.0%","28.6%","0.0%","0.0%","14.3%","0.0%"
"SITE_232","0.0%","0.0%","50.0%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%"
"SITE_233","28.0%","0.0%","16.0%","0.0%","36.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_234","6.2%","18.8%","0.0%","31.2%","0.0%","18.8%","0.0%","25.0%","0.0%"
"SITE_235","31.2%","0.0%","12.5%","0.0%","37.5%","0.0%","18.8%","0.0%","0.0%"
"SITE_236","7.7%","0.0%","46.2%","0.0%","0.0%","0.0%","46.2%","0.0%","0.0%"
"SITE_237","22.2%","0.0%","33.3%","0.0%","11.1%","0.0%","33.3%","0.0%","0.0%"
"SITE_238","0.0%","0.0%","36.4%","0.0%","9.1%","0.0%","54.5%","0.0%","0.0%"
"SITE_239","30.0%","0.0%","30.0%","0.0%","20.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_24","0.0%","28.6%","0.0%","28.6%","0.0%","14.3%","0.0%","28.6%","0.0%"
"SITE_240","31.8%","0.0%","27.3%","0.0%","18.2%","0.0%","22.7%","0.0%","0.0%"
"SITE_241","0.0%","0.0%","33.3%","0.0%","16.7%","0.0%","50.0%","0.0%","0.0%"
"SITE_242","25.0%","0.0%","37.5%","0.0%","25.0%","0.0%","12.5%","0.0%","0.0%"
"SITE_243","18.2%","0.0%","27.3%","0.0%","9.1%","0.0%","45.5%","0.0%","0.0%"
"SITE_244","40.0%","0.0%","20.0%","0.0%","26.7%","0.0%","13.3%","0.0%","0.0%"
"SITE_245","40.0%","0.0%","20.0%","0.0%","20.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_246","42.9%","0.0%","14.3%","0.0%","42.9%","0.0%","0.0%","0.0%","0.0%"
"SITE_247","15.8%","5.3%","26.3%","10.5%","21.1%","0.0%","21.1%","0.0%","0.0%"
"SITE_248","0.0%","36.4%","0.0%","9.1%","0.0%","18.2%","0.0%","36.4%","0.0%"
"SITE_249","0.0%","0.0%","50.0%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%"
"SITE_25","9.1%","0.0%","36.4%","0.0%","18.2%","0.0%","36.4%","0.0%","0.0%"
"SITE_250","0.0%","27.3%","0.0%","18.2%","0.0%","45.5%","0.0%","9.1%","0.0%"
"SITE_251","3.3%","3.3%","3.3%","23.3%","26.7%","30.0%","0.0%","10.0%","0.0%"
"SITE_252","9.1%","4.5%","18.2%","0.0%","22.7%","0.0%","31.8%","0.0%","13.6%"
"SITE_253","0.0%","0.0%","75.0%","0.0%","0.0%","0.0%","25.0%","0.0%","0.0%"
"SITE_254","50.0%","0.0%","0.0%","0.0%","20.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_255","0.0%","20.0%","0.0%","20.0%","0.0%","30.0%","0.0%","30.0%","0.0%"
"SITE_256","14.3%","0.0%","28.6%","0.0%","28.6%","0.0%","28.6%","0.0%","0.0%"
"SITE_259","13.3%","0.0%","33.3%","0.0%","20.0%","0.0%","33.3%","0.0%","0.0%"
"SITE_26","50.0%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_260","22.2%","0.0%","44.4%","0.0%","22.2%","0.0%","11.1%","0.0%","0.0%"
"SITE_261","26.3%","0.0%","21.1%","0.0%","31.6%","0.0%","21.1%","0.0%","0.0%"
"SITE_262","33.3%","0.0%","0.0%","0.0%","33.3%","0.0%","33.3%","0.0%","0.0%"
"SITE_263","14.3%","0.0%","28.6%","0.0%","14.3%","0.0%","42.9%","0.0%","0.0%"
"SITE_264","30.0%","0.0%","20.0%","0.0%","30.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_265","0.0%","0.0%","30.8%","0.0%","46.2%","0.0%","23.1%","0.0%","0.0%"
"SITE_266","12.5%","0.0%","25.0%","0.0%","37.5%","0.0%","25.0%","0.0%","0.0%"
"SITE_267","8.3%","16.7%","0.0%","8.3%","8.3%","25.0%","8.3%","25.0%","0.0%"
"SITE_268","28.6%","0.0%","25.0%","0.0%","25.0%","0.0%","21.4%","0.0%","0.0%"
"SITE_269","40.0%","0.0%","25.0%","0.0%","15.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_27","42.9%","0.0%","28.6%","0.0%","28.6%","0.0%","0.0%","0.0%","0.0%"
"SITE_270","23.1%","0.0%","23.1%","0.0%","23.1%","0.0%","30.8%","0.0%","0.0%"
"SITE_271","50.0%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_272","12.5%","0.0%","25.0%","0.0%","4.2%","0.0%","54.2%","0.0%","4.2%"
"SITE_273","0.0%","0.0%","22.2%","0.0%","22.2%","0.0%","55.6%","0.0%","0.0%"
"SITE_274","11.1%","0.0%","11.1%","0.0%","55.6%","0.0%","22.2%","0.0%","0.0%"
"SITE_275","45.5%","0.0%","0.0%","0.0%","54.5%","0.0%","0.0%","0.0%","0.0%"
"SITE_276","12.5%","0.0%","50.0%","0.0%","6.2%","0.0%","31.2%","0.0%","0.0%"
"SITE_277","33.3%","0.0%","0.0%","0.0%","50.0%","0.0%","16.7%","0.0%","0.0%"
"SITE_278","50.0%","0.0%","25.0%","0.0%","0.0%","0.0%","25.0%","0.0%","0.0%"
"SITE_279","27.3%","0.0%","18.2%","0.0%","40.9%","0.0%","13.6%","0.0%","0.0%"
"SITE_28","22.2%","0.0%","11.1%","0.0%","55.6%","0.0%","11.1%","0.0%","0.0%"
