Table,Variable,Values
Mechanical_One_Line.csv,Primary_Cooling_System_Type,"PTHP ""Packaged Terminal Heat Pump"""
Mechanical_One_Line.csv,Primary_Cooling_System_Type,Portable AC
Mechanical_One_Line.csv,Primary_Cooling_System_Type,Portable Heat Pump
Mechanical_One_Line.csv,Primary_Cooling_System_Type,Through-wall AC
Mechanical_One_Line.csv,Primary_Cooling_System_Type,Water Source Heat Pump
Mechanical_One_Line.csv,Primary_Cooling_System_Type,Window AC
Mechanical_One_Line.csv,Primary_Cooling_System_Type,Window Heat Pump
Mechanical_One_Line.csv,Primary_Heating_Fuel_Type,Electric
Mechanical_One_Line.csv,Primary_Heating_Fuel_Type,Gasoline
Mechanical_One_Line.csv,Primary_Heating_Fuel_Type,Kerosene
Mechanical_One_Line.csv,Primary_Heating_Fuel_Type,Natural gas
Mechanical_One_Line.csv,Primary_Heating_Fuel_Type,Oil
Mechanical_One_Line.csv,Primary_Heating_Fuel_Type,Other
Mechanical_One_Line.csv,Primary_Heating_Fuel_Type,Propane
Mechanical_One_Line.csv,Primary_Heating_Fuel_Type,Wood (cord)
Mechanical_One_Line.csv,Primary_Heating_Fuel_Type,Wood (pellets)
Mechanical_One_Line.csv,Primary_Heating_System_Type,Baseboard
Mechanical_One_Line.csv,Primary_Heating_System_Type,Boiler
Mechanical_One_Line.csv,Primary_Heating_System_Type,Central Air Source Heat Pump
Mechanical_One_Line.csv,Primary_Heating_System_Type,Ductless Mini-split Heat Pump
Mechanical_One_Line.csv,Primary_Heating_System_Type,Fireplace or Stove
Mechanical_One_Line.csv,Primary_Heating_System_Type,Furnace
Mechanical_One_Line.csv,Primary_Heating_System_Type,Geothermal Heat Pump
Mechanical_One_Line.csv,Primary_Heating_System_Type,"PTAC ""Packaged Terminal Air Conditioner"""
Mechanical_One_Line.csv,Primary_Heating_System_Type,"PTHP ""Packaged Terminal Heat Pump"""
Mechanical_One_Line.csv,Primary_Heating_System_Type,Portable Heater
Mechanical_One_Line.csv,Primary_Heating_System_Type,Radiant Heating
Mechanical_One_Line.csv,Primary_Heating_System_Type,Unit Heater
Mechanical_One_Line.csv,Primary_Heating_System_Type,Wall Heater
Mechanical_One_Line.csv,Primary_Heating_System_Type,Water Source Heat Pump
Mechanical_One_Line.csv,Primary_Heating_System_Type,Window Heat Pump
Mechanical_One_Line.csv,Region_SF_StrataVar,ID
Mechanical_One_Line.csv,Region_SF_StrataVar,MT - BPA
Mechanical_One_Line.csv,Region_SF_StrataVar,OR - Eastern
Mechanical_One_Line.csv,Region_SF_StrataVar,OR - Western
Mechanical_One_Line.csv,Region_SF_StrataVar,WA - Eastern
Mechanical_One_Line.csv,Region_SF_StrataVar,WA - Puget Sound
Mechanical_One_Line.csv,Region_SF_StrataVar,WA - Western
Mechanical_One_Line.csv,Sample_SF_StrataVar,Avista
Mechanical_One_Line.csv,Sample_SF_StrataVar,BPA
Mechanical_One_Line.csv,Sample_SF_StrataVar,Base/Core
Mechanical_One_Line.csv,Sample_SF_StrataVar,HZ 2/3
Mechanical_One_Line.csv,Sample_SF_StrataVar,NWN
Mechanical_One_Line.csv,State,ID
Mechanical_One_Line.csv,State,MT
Mechanical_One_Line.csv,State,OR
Mechanical_One_Line.csv,State,WA
Mechanical_WaterHeater.csv,Air_Supply_From_Inside_House,No
Mechanical_WaterHeater.csv,Air_Supply_From_Inside_House,Yes
Mechanical_WaterHeater.csv,Can_Exhaust_to_Garage_or_Get_Supply_Air_from_Home_Interior,No
Mechanical_WaterHeater.csv,Can_Exhaust_to_Garage_or_Get_Supply_Air_from_Home_Interior,Yes
Mechanical_WaterHeater.csv,Capacity_BTUH_Is_Estimated,Estimated
Mechanical_WaterHeater.csv,Capacity_BTUH_Is_Estimated,Measured or Known
Mechanical_WaterHeater.csv,Capacity_kW_Is_Estimated,Estimated
Mechanical_WaterHeater.csv,Capacity_kW_Is_Estimated,Measured or Known
Mechanical_WaterHeater.csv,Circulator_Present,No
Mechanical_WaterHeater.csv,Circulator_Present,Water heater inaccessible
Mechanical_WaterHeater.csv,Circulator_Present,Yes
Mechanical_WaterHeater.csv,Circulator_Present,Yes - captured with previous water heater
Mechanical_WaterHeater.csv,Drain_Type,Floor drain
Mechanical_WaterHeater.csv,Drain_Type,Plumbed drain
Mechanical_WaterHeater.csv,Drain_Type,Pumped drain
Mechanical_WaterHeater.csv,Eight_feet_of_Vertical_Space,No
Mechanical_WaterHeater.csv,Eight_feet_of_Vertical_Space,Yes
Mechanical_WaterHeater.csv,Fuel_Type,Electric
Mechanical_WaterHeater.csv,Fuel_Type,Natural Gas
Mechanical_WaterHeater.csv,Fuel_Type,Propane
Mechanical_WaterHeater.csv,Fuel_Type,Solar
Mechanical_WaterHeater.csv,HPWH_Current_Mode,Compressor Only Mode
Mechanical_WaterHeater.csv,HPWH_Current_Mode,Hybrid Mode
Mechanical_WaterHeater.csv,HPWH_Current_Mode,Other
Mechanical_WaterHeater.csv,HPWH_Current_Mode,Resistance Mode
Mechanical_WaterHeater.csv,HPWH_Ducting,Both
Mechanical_WaterHeater.csv,HPWH_Ducting,Exhaust
Mechanical_WaterHeater.csv,HPWH_Ducting,None
Mechanical_WaterHeater.csv,HPWH_Port_Present,No
Mechanical_WaterHeater.csv,HPWH_Port_Present,Yes
Mechanical_WaterHeater.csv,HPWH_Relation_to_Space_Heating_Unit,Adjacent rooms
Mechanical_WaterHeater.csv,HPWH_Relation_to_Space_Heating_Unit,Next to each other
Mechanical_WaterHeater.csv,HPWH_Relation_to_Space_Heating_Unit,None of the above
Mechanical_WaterHeater.csv,HPWH_Relation_to_Space_Heating_Unit,Same room
Mechanical_WaterHeater.csv,"In_A_Room_Greater_Than_1,000_Cubic_Feet",No
Mechanical_WaterHeater.csv,"In_A_Room_Greater_Than_1,000_Cubic_Feet",Yes
Mechanical_WaterHeater.csv,Indirect_Water_Heater_Fuel,Natural Gas
Mechanical_WaterHeater.csv,Indirect_Water_Heater_Fuel,Propane
Mechanical_WaterHeater.csv,Indirect_Water_Heater_Fuel,Solar
Mechanical_WaterHeater.csv,Location,Attic
Mechanical_WaterHeater.csv,Location,Basement
Mechanical_WaterHeater.csv,Location,Bathroom
Mechanical_WaterHeater.csv,Location,Bedroom
Mechanical_WaterHeater.csv,Location,Closet
Mechanical_WaterHeater.csv,Location,Crawlspace
Mechanical_WaterHeater.csv,Location,Dining Room
Mechanical_WaterHeater.csv,Location,Entry/Entryway
Mechanical_WaterHeater.csv,Location,Family Room
Mechanical_WaterHeater.csv,Location,Garage
Mechanical_WaterHeater.csv,Location,Hallway
Mechanical_WaterHeater.csv,Location,Kitchen
Mechanical_WaterHeater.csv,Location,Laundry
Mechanical_WaterHeater.csv,Location,Living Room
Mechanical_WaterHeater.csv,Location,Mechanical
Mechanical_WaterHeater.csv,Location,Office
Mechanical_WaterHeater.csv,Location,Other
Mechanical_WaterHeater.csv,Location,Outbuilding / Addition
Mechanical_WaterHeater.csv,Location,Outside
Mechanical_WaterHeater.csv,Pipe_Wrap,No
Mechanical_WaterHeater.csv,Pipe_Wrap,Yes
Mechanical_WaterHeater.csv,Pipe_Wrap_Length_Is_Estimated,Estimated
Mechanical_WaterHeater.csv,Pipe_Wrap_Length_Is_Estimated,Measured or Known
Mechanical_WaterHeater.csv,Pipe_Wrap_Thickness_Is_Estimated,Estimated
Mechanical_WaterHeater.csv,Pipe_Wrap_Thickness_Is_Estimated,Measured or Known
Mechanical_WaterHeater.csv,Pipe_Wrap_Type,Fiberglass
Mechanical_WaterHeater.csv,Pipe_Wrap_Type,Foam Foiled Tape
Mechanical_WaterHeater.csv,Pipe_Wrap_Type,Other
Mechanical_WaterHeater.csv,Pipe_Wrap_Type,Polyethylene Foam
Mechanical_WaterHeater.csv,Pipe_Wrap_Type,Rubber
Mechanical_WaterHeater.csv,Provided_by_Heating_System,No
Mechanical_WaterHeater.csv,Provided_by_Heating_System,Yes
Mechanical_WaterHeater.csv,Serves_Whole_House,No
Mechanical_WaterHeater.csv,Serves_Whole_House,Yes
Mechanical_WaterHeater.csv,Size_Is_Estimated,Estimated
Mechanical_WaterHeater.csv,Size_Is_Estimated,Measured or Known
Mechanical_WaterHeater.csv,Space_Is_Conditioned,No
Mechanical_WaterHeater.csv,Space_Is_Conditioned,Yes
Mechanical_WaterHeater.csv,Storage_Tankless,Storage
Mechanical_WaterHeater.csv,Storage_Tankless,Tankless
Mechanical_WaterHeater.csv,Supplemental_Solar_Water_Heating,No
Mechanical_WaterHeater.csv,Supplemental_Solar_Water_Heating,Yes
Mechanical_WaterHeater.csv,Tank_Wrap,No
Mechanical_WaterHeater.csv,Tank_Wrap,Yes
Mechanical_WaterHeater.csv,Tank_Wrap_Thickness,1.0 inch
Mechanical_WaterHeater.csv,Tank_Wrap_Thickness,1.5 inches
Mechanical_WaterHeater.csv,Tank_Wrap_Thickness,2.0 inches
Mechanical_WaterHeater.csv,Tank_Wrap_Thickness,2.5 inches
Mechanical_WaterHeater.csv,Tank_Wrap_Thickness,3.0 inches
Mechanical_WaterHeater.csv,Technology_Description,Electric Heat Pump (Packaged)
Mechanical_WaterHeater.csv,Technology_Description,Electric Heat Pump (Split System)
Mechanical_WaterHeater.csv,Technology_Description,Electric Resistance
Mechanical_WaterHeater.csv,Technology_Description,Fossil Fuel Condensing
Mechanical_WaterHeater.csv,Technology_Description,Fossil Fuel Non-Condensing
Mechanical_WaterHeater.csv,Technology_Description,Indirect Water Heater
Mechanical_WaterHeater.csv,Water_Heater_Efficiency_Type,Energy Factor (EF)
Mechanical_WaterHeater.csv,Water_Heater_Efficiency_Type,Integrated Energy Factor (IEF)
Mechanical_WaterHeater.csv,Water_Heater_Efficiency_Type,Integrated energy factor
Mechanical_WaterHeater.csv,Water_Heater_Efficiency_Type,Other
Mechanical_WaterHeater.csv,Water_Heater_Efficiency_Type,Solar Uniform Energy Factor (SUEF)
Mechanical_WaterHeater.csv,Water_Heater_Efficiency_Type,Uniform Energy Factor (UEF)
Mechanical_WaterHeater.csv,Water_Heater_Missing_Model_Reason,NAMEPLATE IS ILLEGIBLE
Mechanical_WaterHeater.csv,Water_Heater_Missing_Model_Reason,NO NAMEPLATE
Mechanical_WaterHeater.csv,Water_Heater_Missing_Model_Reason,OTHER
Mechanical_WaterHeater.csv,Wifi_Enabled,No
Mechanical_WaterHeater.csv,Wifi_Enabled,Yes
Mechanical_WaterHeater.csv,Within_4_feet_of_a_drain,No
Mechanical_WaterHeater.csv,Within_4_feet_of_a_drain,Yes
Mechanical_WellPump.csv,Units_of_Motor_Input,HP
Mechanical_WellPump.csv,Units_of_Motor_Input,kW
Mechanical_WellPump.csv,Well_Pump_Controlled_by_VSD,No
Mechanical_WellPump.csv,Well_Pump_Controlled_by_VSD,Yes
Mechanical_WellPump.csv,Well_Pump_Missing_Model_Reason,NAMEPLATE IS ILLEGIBLE
Mechanical_WellPump.csv,Well_Pump_Missing_Model_Reason,NAMEPLATE IS INACCESSIBLE
Mechanical_WellPump.csv,Well_Pump_Missing_Model_Reason,NO NAMEPLATE
Mechanical_WellPump.csv,Wifi_Enabled,No
Mechanical_WholeHouseFan.csv,Ventilation_Controls,Manual thermostat - Analog
Mechanical_WholeHouseFan.csv,Ventilation_Controls,None
Mechanical_WholeHouseFan.csv,Ventilation_Controls,On/off
Mechanical_WholeHouseFan.csv,Ventilation_Controls,Smart/Wi-Fi thermostat
Mechanical_WholeHouseFan.csv,Ventilation_Controls,Timer
Outbuildings.csv,Is_Outbuilding_Attached,No
Outbuildings.csv,Is_Outbuilding_Attached,Yes
Outbuildings.csv,Is_Outbuilding_Occupied,No
Outbuildings.csv,Is_Outbuilding_Occupied,Yes
Outbuildings.csv,Outbuilding_Heating_Fuel_Type,Electric
Outbuildings.csv,Outbuilding_Heating_Fuel_Type,Fuel oil/kerosene
Outbuildings.csv,Outbuilding_Heating_Fuel_Type,Gas/oil
Outbuildings.csv,Outbuilding_Heating_Fuel_Type,Natural Gas
Outbuildings.csv,Outbuilding_Heating_Fuel_Type,None
Outbuildings.csv,Outbuilding_Heating_Fuel_Type,Other
Outbuildings.csv,Outbuilding_Heating_Fuel_Type,Propane
Outbuildings.csv,Outbuilding_Heating_Fuel_Type,Wood
Outbuildings.csv,Outbuilding_Meter_Shared_Type,Electric
Outbuildings.csv,Outbuilding_Meter_Shared_Type,Gas
Outbuildings.csv,Outbuilding_Meter_Shared_Type,Propane
Outbuildings.csv,Outbuilding_Meter_Shared_Type,Water
Outbuildings.csv,Outbuilding_Meter_Shared_Type,Other
Outbuildings.csv,Outbuilding_Meter_Shared_with_Home,Meter shared with main residence
Outbuildings.csv,Outbuilding_Meter_Shared_with_Home,No meter/No power
Outbuildings.csv,Outbuilding_Meter_Shared_with_Home,Own meter
Outbuildings.csv,Outbuilding_Sq_Ft_is_Estimated,Estimated
Outbuildings.csv,Outbuilding_Sq_Ft_is_Estimated,Measured or Known
Outbuildings.csv,Outbuilding_Type,ADU
Outbuildings.csv,Outbuilding_Type,Animal Housing
Outbuildings.csv,Outbuilding_Type,Apartment
Outbuildings.csv,Outbuilding_Type,Barn
Outbuildings.csv,Outbuilding_Type,Boat house
Outbuildings.csv,Outbuilding_Type,Cabin
Outbuildings.csv,Outbuilding_Type,Coop
Outbuildings.csv,Outbuilding_Type,Garage
Outbuildings.csv,Outbuilding_Type,Greenhouse
Outbuildings.csv,Outbuilding_Type,Mixed Use
Outbuildings.csv,Outbuilding_Type,Other
Outbuildings.csv,Outbuilding_Type,Other House
Outbuildings.csv,Outbuilding_Type,Pool house
Outbuildings.csv,Outbuilding_Type,Pump Room
Outbuildings.csv,Outbuilding_Type,Shed
Outbuildings.csv,Outbuilding_Type,Shop
Room.csv,Area_Is_Estimated,Estimated
Room.csv,Area_Is_Estimated,Measured or Known
Room.csv,Ceiling_Height_Is_Estimated,Estimated
Room.csv,Ceiling_Height_Is_Estimated,Measured or Known
Room.csv,Duct_Registers_Present,No
Room.csv,Duct_Registers_Present,Yes
Room.csv,Space_Cooling,Directly Cooled
Room.csv,Space_Cooling,Indirectly Cooled from Adjacent Spaces
Room.csv,Space_Cooling,Not Cooled
Room.csv,Space_Heating,Directly Heated
Room.csv,Space_Heating,Indirectly Heated from Adjacent Spaces (no heater or vent in room)
Room.csv,Space_Heating,Indirectly Heated from Equipment in the Space
Room.csv,Space_Heating,Unheated
SiteDetail.csv,Attached_Detached_SF_StrataVar,Attached
SiteDetail.csv,Attached_Detached_SF_StrataVar,Detached
SiteDetail.csv,BPA_SF_StrataVar,BPA
SiteDetail.csv,BPA_SF_StrataVar,Non-BPA
SiteDetail.csv,Building_Category,"Duplex, Triplex, or Fourplex"
SiteDetail.csv,Building_Category,Manufactured - Double Wide
SiteDetail.csv,Building_Category,Manufactured - Single Wide
SiteDetail.csv,Building_Category,Single Family Detached
SiteDetail.csv,Building_Category,Townhome or Rowhome
SiteDetail.csv,Building_Type,Single Family
SiteDetail.csv,Electric_Utility_BPA,No
SiteDetail.csv,Electric_Utility_BPA,Yes
SiteDetail.csv,Gas_Utility,AVISTA
SiteDetail.csv,Gas_Utility,BIG SKY GAS
SiteDetail.csv,Gas_Utility,CASCADE NATURAL GAS COMPANY
SiteDetail.csv,Gas_Utility,ENERGY WEST
SiteDetail.csv,Gas_Utility,INTERMOUNTAIN GAS
SiteDetail.csv,Gas_Utility,MONTANA DOKOTA GAS
SiteDetail.csv,Gas_Utility,NORTHWESTERN
SiteDetail.csv,Gas_Utility,NW NATURAL GAS
SiteDetail.csv,Gas_Utility,PUGET SOUND ENERGY
SiteDetail.csv,Gas_Utility,UNKNOWN
SiteDetail.csv,NWN_SF_StrataVar,NWN
SiteDetail.csv,NWN_SF_StrataVar,Non-NWN
SiteDetail.csv,Region_SF_StrataVar,ID
SiteDetail.csv,Region_SF_StrataVar,MT - BPA
SiteDetail.csv,Region_SF_StrataVar,OR - Eastern
SiteDetail.csv,Region_SF_StrataVar,OR - Western
SiteDetail.csv,Region_SF_StrataVar,WA - Eastern
SiteDetail.csv,Region_SF_StrataVar,WA - Puget Sound
SiteDetail.csv,Region_SF_StrataVar,WA - Western
SiteDetail.csv,Sample_SF_StrataVar,Avista
SiteDetail.csv,Sample_SF_StrataVar,BPA
SiteDetail.csv,Sample_SF_StrataVar,Base/Core
SiteDetail.csv,Sample_SF_StrataVar,HZ 2/3
SiteDetail.csv,Sample_SF_StrataVar,NWN
SiteDetail.csv,State,ID
SiteDetail.csv,State,MT
SiteDetail.csv,State,OR
SiteDetail.csv,State,WA
SiteInterview_Demographics.csv,Any_Occupant_Moved_Out_within_Last_Year,No
SiteInterview_Demographics.csv,Any_Occupant_Moved_Out_within_Last_Year,Yes
SiteInterview_Demographics.csv,Any_Occupants_Moved_In_within_Last_Year,No
SiteInterview_Demographics.csv,Any_Occupants_Moved_In_within_Last_Year,Yes
SiteInterview_Demographics.csv,Business_Operated_Out_of_the_Home,No
SiteInterview_Demographics.csv,Business_Operated_Out_of_the_Home,Other
SiteInterview_Demographics.csv,Business_Operated_Out_of_the_Home,Yes
SiteInterview_Demographics.csv,Do_you_own_or_rent_your_home,Own
SiteInterview_Demographics.csv,Do_you_own_or_rent_your_home,Rent
SiteInterview_Demographics.csv,Home_Usage_Type,Home where I live ALL/MOST of the time
SiteInterview_Demographics.csv,Home_Usage_Type,It is VACANT ALL/MOST of the time
SiteInterview_Demographics.csv,Home_Usage_Type,Other
SiteInterview_Demographics.csv,Home_Usage_Type,Property that I RENT to others YEAR ROUND
SiteInterview_Demographics.csv,Home_Usage_Type,Second home where I live PART of the time
SiteInterview_Demographics.csv,Household_Education_Level,"Associate's Degree, academic (e.g., AS, AA)"
SiteInterview_Demographics.csv,Household_Education_Level,"Associate's Degree, occupational (e.g., AAS, AAA)"
SiteInterview_Demographics.csv,Household_Education_Level,"Bachelor's degree (e.g., BA, BS)"
SiteInterview_Demographics.csv,Household_Education_Level,"Doctorate Degree (e.g., PhD, EdD)"
SiteInterview_Demographics.csv,Household_Education_Level,High School graduate/GED
SiteInterview_Demographics.csv,Household_Education_Level,Less than High School
SiteInterview_Demographics.csv,Household_Education_Level,"Master's (e.g., MA, MS, MEng, MEd, MSW, MBA)"
SiteInterview_Demographics.csv,Household_Education_Level,Other
SiteInterview_Demographics.csv,Household_Education_Level,"Professional Degree (e.g., MD, DDS, DVM, LLB, JD)"
SiteInterview_Demographics.csv,Household_Education_Level,Refused
SiteInterview_Demographics.csv,Household_Education_Level,"Some college, no degree"
SiteInterview_Demographics.csv,Household_Income,"$100,000 to less than $149,999"
SiteInterview_Demographics.csv,Household_Income,"$15,000 to less than $24,999"
SiteInterview_Demographics.csv,Household_Income,"$150,000 to less than $199,999"
SiteInterview_Demographics.csv,Household_Income,"$200,000 and over"
SiteInterview_Demographics.csv,Household_Income,"$25,000 to less than $34,999"
SiteInterview_Demographics.csv,Household_Income,"$35,000 to less than $49,999"
SiteInterview_Demographics.csv,Household_Income,"$50,000 to less than $74,999"
SiteInterview_Demographics.csv,Household_Income,"$75,000 to less than $99,999"
SiteInterview_Demographics.csv,Household_Income,Don't know
SiteInterview_Demographics.csv,Household_Income,"Less than $15,000 per year"
SiteInterview_Demographics.csv,Household_Income,Refused
SiteInterview_Demographics.csv,Planning_to_Move_Within_Six_Months,No
SiteInterview_Demographics.csv,Planning_to_Move_Within_Six_Months,Yes
SiteInterview_Demographics.csv,Primary_Home,Primary
SiteInterview_Demographics.csv,Primary_Home,Secondary
SiteInterview_Demographics.csv,Who_pays_the_electric_bill,Landlord
SiteInterview_Demographics.csv,Who_pays_the_electric_bill,Occupant
SiteInterview_Demographics.csv,Who_pays_the_gas_bill,Landlord
SiteInterview_Demographics.csv,Who_pays_the_gas_bill,Occupant
SiteInterview_HomeEnergyUse.csv,Block_Off_Part_of_Home_In_Heating_Season,No
SiteInterview_HomeEnergyUse.csv,Block_Off_Part_of_Home_In_Heating_Season,Yes
SiteInterview_HomeEnergyUse.csv,Electric_Vehicle_Present,No
SiteInterview_HomeEnergyUse.csv,Electric_Vehicle_Present,Yes
SiteInterview_HomeEnergyUse.csv,Generator_Fuel,Diesel
SiteInterview_HomeEnergyUse.csv,Generator_Fuel,Natural Gas
SiteInterview_HomeEnergyUse.csv,Generator_Fuel,Other
SiteInterview_HomeEnergyUse.csv,Generator_Fuel,Petrol
SiteInterview_HomeEnergyUse.csv,Generator_Fuel,Propane
SiteInterview_HomeEnergyUse.csv,Heating_Equipment_Operator,Other
SiteInterview_HomeEnergyUse.csv,Heating_Equipment_Operator,Property owner / manager
SiteInterview_HomeEnergyUse.csv,Heating_Equipment_Used_The_Most,Baseboard
SiteInterview_HomeEnergyUse.csv,Heating_Equipment_Used_The_Most,Boiler
SiteInterview_HomeEnergyUse.csv,Heating_Equipment_Used_The_Most,Central Air Source Heat Pump
SiteInterview_HomeEnergyUse.csv,Heating_Equipment_Used_The_Most,Ductless Mini-split Heat Pump
SiteInterview_HomeEnergyUse.csv,Heating_Equipment_Used_The_Most,Fireplace or Stove
SiteInterview_HomeEnergyUse.csv,Heating_Equipment_Used_The_Most,Furnace
SiteInterview_HomeEnergyUse.csv,Heating_Equipment_Used_The_Most,Geothermal Heat Pump
SiteInterview_HomeEnergyUse.csv,Heating_Equipment_Used_The_Most,"PTHP ""Packaged Terminal Heat Pump"""
SiteInterview_HomeEnergyUse.csv,Heating_Equipment_Used_The_Most,Portable Heater
SiteInterview_HomeEnergyUse.csv,Heating_Equipment_Used_The_Most,Wall Heater
SiteInterview_HomeEnergyUse.csv,Hot_Tub_Area_Is_Estimated,Estimated
SiteInterview_HomeEnergyUse.csv,Hot_Tub_Area_Is_Estimated,Measured or Known
SiteInterview_HomeEnergyUse.csv,Hot_Tub_Present,No
SiteInterview_HomeEnergyUse.csv,Hot_Tub_Present,Yes
SiteInterview_HomeEnergyUse.csv,Is_Portable_Cooling_Equipment_In_Storage,No
SiteInterview_HomeEnergyUse.csv,Is_Portable_Cooling_Equipment_In_Storage,Yes
SiteInterview_HomeEnergyUse.csv,Is_Portable_HP_Equipment_In_Storage,No
SiteInterview_HomeEnergyUse.csv,Is_Portable_HP_Equipment_In_Storage,Yes
SiteInterview_HomeEnergyUse.csv,Is_Portable_Heating_In_Storage,No
SiteInterview_HomeEnergyUse.csv,Is_Portable_Heating_In_Storage,Yes
SiteInterview_HomeEnergyUse.csv,Occupant_Controls_Heating_Cooling,No
SiteInterview_HomeEnergyUse.csv,Occupant_Controls_Heating_Cooling,Yes
SiteInterview_HomeEnergyUse.csv,Onsite_Power_Generation_Present,No
SiteInterview_HomeEnergyUse.csv,Onsite_Power_Generation_Present,Yes
SiteInterview_HomeEnergyUse.csv,Onsite_Power_Generation_Type,Solar / PV System
SiteInterview_HomeEnergyUse.csv,Onsite_Power_Generation_Type,Fuel Cell System
SiteInterview_HomeEnergyUse.csv,Onsite_Power_Generation_Type,Micro Hydro System
SiteInterview_HomeEnergyUse.csv,Onsite_Power_Generation_Type,Solar Thermal System (hot water)
SiteInterview_HomeEnergyUse.csv,Onsite_Power_Generation_Type,Wind System
SiteInterview_HomeEnergyUse.csv,Onsite_Power_Generation_Type,"Fossil Fuel generator - hardwired with grid disconnects, NOT an emergency use unit"
SiteInterview_HomeEnergyUse.csv,Onsite_Power_Generation_Type,Other
SiteInterview_HomeEnergyUse.csv,Open_Windows_When_Heating,No
SiteInterview_HomeEnergyUse.csv,Open_Windows_When_Heating,Yes
SiteInterview_HomeEnergyUse.csv,PV_Financing,Bank loan
SiteInterview_HomeEnergyUse.csv,PV_Financing,Other
SiteInterview_HomeEnergyUse.csv,PV_Financing,Power purchase agreement with third party
SiteInterview_HomeEnergyUse.csv,PV_Financing,Purchased outright
SiteInterview_HomeEnergyUse.csv,PV_Financing,Solar leases
SiteInterview_HomeEnergyUse.csv,Pool_Area_Is_Estimated,Estimated
SiteInterview_HomeEnergyUse.csv,Pool_Area_Is_Estimated,Measured or Known
SiteInterview_HomeEnergyUse.csv,Pool_Cover,No
SiteInterview_HomeEnergyUse.csv,Pool_Cover,Yes
SiteInterview_HomeEnergyUse.csv,Pool_Heat_Primary_Fuel_Type,Electric
SiteInterview_HomeEnergyUse.csv,Pool_Heat_Primary_Fuel_Type,Natural Gas
SiteInterview_HomeEnergyUse.csv,Pool_Heat_Primary_Fuel_Type,None
SiteInterview_HomeEnergyUse.csv,Pool_Heat_Primary_Fuel_Type,Other
SiteInterview_HomeEnergyUse.csv,Pool_Heat_Primary_Fuel_Type,Propane
SiteInterview_HomeEnergyUse.csv,Pool_Heat_Primary_Fuel_Type,Wood
SiteInterview_HomeEnergyUse.csv,Pool_Location,Indoor
SiteInterview_HomeEnergyUse.csv,Pool_Location,Outdoor
SiteInterview_HomeEnergyUse.csv,Pool_Present,No
SiteInterview_HomeEnergyUse.csv,Pool_Present,Yes
SiteInterview_HomeEnergyUse.csv,Pool_Solar_Assist,No
SiteInterview_HomeEnergyUse.csv,Pool_Solar_Assist,Yes
SiteInterview_HomeEnergyUse.csv,Pool_Type,Pool - heated
SiteInterview_HomeEnergyUse.csv,Pool_Type,Pool - unheated
SiteInterview_HomeEnergyUse.csv,Power_Storage_Present,No
SiteInterview_HomeEnergyUse.csv,Power_Storage_Present,Yes
SiteInterview_HomeEnergyUse.csv,Power_Storage_Type,Battery
SiteInterview_HomeEnergyUse.csv,Power_Storage_Type,Hot Water
SiteInterview_HomeEnergyUse.csv,Power_Storage_Type,Other
SiteInterview_HomeEnergyUse.csv,Smart_Home_Devices_Present,No
SiteInterview_HomeEnergyUse.csv,Smart_Home_Devices_Present,Yes
SiteInterview_HomeEnergyUse.csv,Smart_Home_Hub_Communication,Desktop (using a desktop to program automated routines/schedules)
SiteInterview_HomeEnergyUse.csv,Smart_Home_Hub_Communication,Phone App (using a phone application to start and stop devices and routines)
SiteInterview_HomeEnergyUse.csv,Smart_Home_Hub_Communication,"Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)"
SiteInterview_HomeEnergyUse.csv,Use_Non_Utility_Fuels_For_Heat,No
SiteInterview_HomeEnergyUse.csv,Use_Non_Utility_Fuels_For_Heat,Yes
SiteInterview_HomeEnergyUse.csv,Use_Portable_Cooling_Equipment,No
SiteInterview_HomeEnergyUse.csv,Use_Portable_Cooling_Equipment,Yes
SiteInterview_HomeEnergyUse.csv,Use_Portable_HP_Equipment,No
SiteInterview_HomeEnergyUse.csv,Use_Portable_HP_Equipment,Yes
SiteInterview_HomeEnergyUse.csv,Use_Portable_Heating_Equipment,No
SiteInterview_HomeEnergyUse.csv,Use_Portable_Heating_Equipment,Yes
SiteInterview_OccupantConservation.csv,Conservation_Air_Sealing,No
SiteInterview_OccupantConservation.csv,Conservation_Air_Sealing,Yes
SiteInterview_OccupantConservation.csv,Conservation_Ceiling_Insulation,No
SiteInterview_OccupantConservation.csv,Conservation_Ceiling_Insulation,Yes
SiteInterview_OccupantConservation.csv,Conservation_Cooling_Equipment,No
SiteInterview_OccupantConservation.csv,Conservation_Cooling_Equipment,Yes
SiteInterview_OccupantConservation.csv,Conservation_Door_Replacement,No
SiteInterview_OccupantConservation.csv,Conservation_Door_Replacement,Yes
SiteInterview_OccupantConservation.csv,Conservation_Duct_Insulation,No
SiteInterview_OccupantConservation.csv,Conservation_Duct_Insulation,Yes
SiteInterview_OccupantConservation.csv,Conservation_Duct_Sealing,No
SiteInterview_OccupantConservation.csv,Conservation_Duct_Sealing,Yes
SiteInterview_OccupantConservation.csv,Conservation_Energy_Audit,No
SiteInterview_OccupantConservation.csv,Conservation_Energy_Audit,Yes
SiteInterview_OccupantConservation.csv,Conservation_Floor_Insulation,No
SiteInterview_OccupantConservation.csv,Conservation_Floor_Insulation,Yes
SiteInterview_OccupantConservation.csv,Conservation_Heating_Equipment,No
