Table,Variable,Position,Units,Variable type,Variable Description / Question Text,2017 Table,2017 Variable,2011 Table,2011 Variable
SiteInterview_Demographics.csv,Any_Occupants_Moved_In_within_Last_Year,5,,Single Choice selection,"In the past 12 months, has anyone new moved in to the home?",SiteInterview_Demographics.csv,Any Occupants Moved In within Last Year,SF_ri_demog,ResInt_AddedOccupant
SiteInterview_Demographics.csv,Any_Occupant_Moved_Out_within_Last_Year,6,,Single Choice selection,"In the past 12 months, has anyone moved out of the home?",SiteInterview_Demographics.csv,Any Occupant Moved Out within Last Year,SF_ri_demog,ResInt_OccupantMoved
SiteInterview_Demographics.csv,Planning_to_Move_Within_Six_Months,7,,Single Choice selection,Are you planning to move out soon (within the next 6 months)?,SiteInterview_Demographics.csv,Planning to Move Within Six Months,SF_ri_demog,ResInt_PlannedMove
SiteInterview_Demographics.csv,Qty_Occupants_Less_than_1_Year,8,,integer,How many of the people who live here are less than 1 year old?,SiteInterview_Demographics.csv,Qty Occupants Between Less than 1 Year,SF_ri_demog,ResInt_1
SiteInterview_Demographics.csv,Qty_Occupants_Between_1_and_5_Years,9,,integer,How many of the people who live here are 1-5 years old?,SiteInterview_Demographics.csv,Qty Occupants Between 1 and 5 Years,SF_ri_demog,ResInt_1_5
SiteInterview_Demographics.csv,Qty_Occupants_Between_6_and_10_Years,10,,integer,How many of the people who live here are 6-10 years old?,SiteInterview_Demographics.csv,Qty Occupants Between 6 and 10 Years,SF_ri_demog,ResInt_6_10
SiteInterview_Demographics.csv,Qty_Occupants_Between_11_and_18_Years,11,,integer,How many of the people who live here are 11-18 years old?,SiteInterview_Demographics.csv,Qty Occupants Between 11 and 18 Years,SF_ri_demog,ResInt_11_18
SiteInterview_Demographics.csv,Qty_Occupants_Between_19_and_45_Years,12,,integer,How many of the people who live here are 19-45 years old?,SiteInterview_Demographics.csv,Qty Occupants Between 19 and 45 Years,SF_ri_demog,ResInt_19_45
SiteInterview_Demographics.csv,Qty_Occupants_Between_46_and_64_Years,13,,integer,How many of the people who live here are 46-64 years old?,SiteInterview_Demographics.csv,Qty Occupants Between 46 and 64 Years,SF_ri_demog,ResInt_46_64
SiteInterview_Demographics.csv,Qty_Occupants_65_Years_or_Older,14,,integer,How many of the people who live here are 65 or older?,SiteInterview_Demographics.csv,Qty Occupants Between 65 Years or Older,SF_ri_demog,ResInt_65
SiteInterview_Demographics.csv,Qty_Occupants_Work_Outside_the_Home,15,,integer,How many people work outside the home?,SiteInterview_Demographics.csv,Qty Occupants Work Outside the Home,SF_ri_demog,ResInt_WorkingOutside
SiteInterview_Demographics.csv,Qty_Occupants,16,,integer,Total occupants within the home,SiteInterview_Demographics.csv,Qty Occupants,,
SiteInterview_Demographics.csv,Qty_Adults,17,,integer,Number of Adults,SiteInterview_Demographics.csv,Qty Adults,,
SiteInterview_Demographics.csv,Do_you_own_or_rent_your_home,18,,Single Choice selection,Do Rent or Own this home?,SiteInterview_Demographics.csv,Do you own or rent your home,SF_ri_demog,ResInt_HomeOwnership
SiteInterview_Demographics.csv,Who_pays_the_electric_bill,19,,Single Choice selection,Who pays the electric bill?,SiteInterview_Demographics.csv,Who pays the electric bill,SF_ri_demog,ResInt_ElectricPayment
SiteInterview_Demographics.csv,Who_pays_the_gas_bill,20,,Single Choice selection,Who pays the gas bill?,SiteInterview_Demographics.csv,Who pays the gas bill,SF_ri_demog,ResInt_GasPayment
SiteInterview_Demographics.csv,Qty_Occupants_Moved_Out_Past_Year,21,,integer,How many people have moved out of the home in the past 12 months?,SiteInterview_Demographics.csv,Any Occupant Moved Out within Last Year,SF_ri_demog,ResInt_AddedOccupant
SiteInterview_Demographics.csv,Qty_Occupants_Moved_In_Past_Year,22,,integer,How many people have moved into the home in the past 12 months?,SiteInterview_Demographics.csv,Any Occupants Moved In within Last Year,SF_ri_demog,ResInt_OccupantMoved
SiteInterview_Demographics.csv,Home_Usage_Type,23,,Single Choice selection,What best describes the home?,,,,
SiteInterview_Demographics.csv,Household_Education_Level,24,,Single Choice selection,What is the highest level of education attained by an adult in this household?,SiteInterview_Demographics.csv,Highest level of school completed by household,,
SiteInterview_Demographics.csv,Household_Education_Level_Other,25,,long_text,Other SPECIFY:,,,,
SiteInterview_Demographics.csv,Household_Income,26,,Single Choice selection,What is your combined household annual income?,SiteInterview_Demographics.csv,Reported Income,,
SiteInterview_Demographics.csv,Race_Ethnicity,27,,Multiple Choice selection,Does any adult living in this home identify as:,,,,
SiteInterview_HomeEnergyUse.csv,CK_SiteID,1,,ID,Site ID,SiteInterview_HomeEnergyUse.csv,CK_SiteID,SF_ri_heu,siteid
SiteInterview_HomeEnergyUse.csv,Occupant_Controls_Heating_Cooling,2,,Single Choice selection,Do you have control of the heating / cooling in your residence?,SiteInterview_HomeEnergyUse.csv,Control of Thermostat Setpoint,,
SiteInterview_HomeEnergyUse.csv,Heating_Equipment_Operator,3,,Single Choice selection,Who controls the heating / cooling in your residence?,,,,
SiteInterview_HomeEnergyUse.csv,Heating_Equipment_Used_The_Most,4,,Single Choice selection,Which heating system do you use the most?,,,SF_ri_heu,ResInt_HeatMostUsed
SiteInterview_HomeEnergyUse.csv,Heating_Setpoint,5,F,integer,"When you heat your home, what temperature do you try to maintain?",SiteInterview_HomeEnergyUse.csv,Heating Setpoint,SF_ri_heu,ResInt_HeatTemp
SiteInterview_HomeEnergyUse.csv,Overnight_Heating_Setpoint,6,F,integer,"When you go to bed, what do you set the thermostat to for heating? (If heating is shutoff, please select ‘999’)",SiteInterview_HomeEnergyUse.csv,Heating Setback,SF_ri_heu,ResInt_HeatTempNight
SiteInterview_HomeEnergyUse.csv,Open_Windows_When_Heating,7,,Single Choice selection,Do you open windows when the heating heats too much?,SiteInterview_HomeEnergyUse.csv,Open Windows When Heating,,
SiteInterview_HomeEnergyUse.csv,Block_Off_Part_of_Home_In_Heating_Season,8,,Single Choice selection,"Do you block off part of your home and keep it, or try to keep it, at a lower temperature?",SiteInterview_HomeEnergyUse.csv,Block Off Part of Home In Heating Season,SF_ri_heu,ResInt_PortionBlockedOff
SiteInterview_HomeEnergyUse.csv,Percent_of_Home_At_Different_Temp,9,Percent,decimal,What share or percent of your home do you keep at a separate temperature?,,,,
SiteInterview_HomeEnergyUse.csv,Use_Portable_Heating_Equipment,10,,Single Choice selection,Do you use portable heating equipment (that may not be visible during the walkthrough)?,SiteInterview_HomeEnergyUse.csv,Use Portable Heating Equipment,SF_ri_heu,ResInt_PortableHeat
SiteInterview_HomeEnergyUse.csv,Is_Portable_Heating_In_Storage,11,,Single Choice selection,Is equipment in storage / not in use?,,,,
SiteInterview_HomeEnergyUse.csv,Cooling_Setpoint,12,F,integer,"When you cool your home, what temperature do you try to maintain?",SiteInterview_HomeEnergyUse.csv,Cooling Setpoint,SF_ri_heu,ResInt_ACTemp
SiteInterview_HomeEnergyUse.csv,Overnight_Cooling_Setpoint,13,F,integer,"When you go to bed, what do you set the thermostat to for cooling? (If cooling is shutoff, please select ‘999’)",SiteInterview_HomeEnergyUse.csv,Cooling Setback,SF_ri_heu,ResInt_ACNight
SiteInterview_HomeEnergyUse.csv,Outdoor_Temp_for_Cooling,14,F,integer,What temperature would it have to be outdoors for you to use cooling inside?,,,,
SiteInterview_HomeEnergyUse.csv,Use_Portable_Cooling_Equipment,15,,Single Choice selection,Is equipment in storage / not in use?,SiteInterview_HomeEnergyUse.csv,Use Portable Cooling Equipment,,
SiteInterview_HomeEnergyUse.csv,Is_Portable_Cooling_Equipment_In_Storage,16,,Single Choice selection,Do you use portable cooling equipment (that may not be visible during the walkthrough)?,,,SF_ri_heu,ResInt_PortableCooling
SiteInterview_HomeEnergyUse.csv,Use_Portable_HP_Equipment,17,,Single Choice selection,Is equipment in storage / not in use?,,,,
SiteInterview_HomeEnergyUse.csv,Is_Portable_HP_Equipment_In_Storage,18,,Single Choice selection,Do you use portable heat pump equipment (that may not be visible during the walkthrough)?,,,,
SiteInterview_HomeEnergyUse.csv,Use_Non_Utility_Fuels_For_Heat,19,,Single Choice selection,"Do you use fuels other than those from your utility to heat your home?  For example, kerosene, propane, wood, pellets, etc.",,,,
SiteInterview_HomeEnergyUse.csv,Air_Quality,20,,Multiple Choice selection,Do you have any indoor air quality problems (regardless of whether or not they are being addressed)? (Choose all that apply),SiteInterview_HomeEnergyUse.csv,Air Quality: Drafty; Air Quality: Mildew; Air Quality: Persistent Odor; Air Quality: Stuffy,SF_ri_heu,ResInt_HVACProblems; ResInt_Drafty; ResInt_Stuffy; ResInt_Odors; ResInt_Mildew
SiteInterview_HomeEnergyUse.csv,Location_of_Spare_lamps,21,,text,Where are you extra light lamps stored?,,,,
SiteInterview_HomeEnergyUse.csv,Qty_TVs,22,,integer,How many working TVs do you have?,SiteInterview_HomeEnergyUse.csv,Qty TVs,,
SiteInterview_HomeEnergyUse.csv,TVs_Used_Most,23,,text,Which two TVs do you use the most?,SiteInterview_HomeEnergyUse.csv,Which TV is Used Most,SF_ri_heu,ResInt_TVsMostUsed
SiteInterview_HomeEnergyUse.csv,Primary_TV_Hours_per_Day,24,Hours per day,decimal,How many hours per day is the primary TV on?,SiteInterview_HomeEnergyUse.csv,Primary TV Hours per Day,SF_ri_heu,ResInt_TVHours
SiteInterview_HomeEnergyUse.csv,Primary_TV_Age,25,,decimal,What is the age of the primary TV?,,,SF_ri_heu,ResInt_TVAge
SiteInterview_HomeEnergyUse.csv,Secondary_TVs_Hours_per_Day,26,Hours per day,decimal,How many hours per day is the secondary TV on?,SiteInterview_HomeEnergyUse.csv,Additional TVs Hours per Day,SF_ri_heu,ResInt_TVSecondaryHours
SiteInterview_HomeEnergyUse.csv,Secondary_TV_Age,27,,decimal,What is the age of the secondary TV?,,,SF_ri_heu,ResInt_TVSecondaryAge
SiteInterview_HomeEnergyUse.csv,Smart_Home_Devices_Present,28,,Single Choice selection,Smart Home Devices present?,SiteOneLine.csv,Smart Home Devices Present,,
SiteInterview_HomeEnergyUse.csv,Smart_Home_Hubs_in_Use,29,,Multiple Choice selection,Which Smart Home Hubs are used?,SiteOneLine.csv,Smart Home Device List,,
SiteInterview_HomeEnergyUse.csv,Smart_Home_Hub_Communication,30,,Multiple Choice selection,How do you communicate with your Smart Home Hub?,SiteOneLine.csv,Smart Home Device List,,
SiteInterview_HomeEnergyUse.csv,Qty_Other_Smart_Hubs,31,,integer,Enter Number of Other Hubs,SiteOneLine.csv,Smart Home Device List,,
SiteInterview_HomeEnergyUse.csv,Other_Smart_Hub_Names,32,,text,Names of Other Hubs,SiteOneLine.csv,Smart Home Device List,,
SiteInterview_HomeEnergyUse.csv,Smart_Large_Appliances,33,,Multiple Choice selection,Which  Smart large appliances do you have? (Choose all that apply),SiteOneLine.csv,Smart Home Device List,,
SiteInterview_HomeEnergyUse.csv,Smart_Power_Strips,34,,integer,How many Smart power strips do you have?,SiteOneLine.csv,Smart Home Device List,,
SiteInterview_HomeEnergyUse.csv,Qty_Smart_Socket_Plugs,35,,integer,Number of Smart Socket/Plugs?,SiteOneLine.csv,Smart Home Device List,,
SiteInterview_HomeEnergyUse.csv,Qty_Smart_Wall_Switches,36,,integer,Number of Smart Wall Switches?,SiteOneLine.csv,Smart Home Device List,,
SiteInterview_HomeEnergyUse.csv,Qty_Clothes_Washer_Loads_per_Week,37,Loads per week,decimal,How many clothes washer loads per week?,SiteInterview_HomeEnergyUse.csv,Clothes Washer Loads Per Week,SF_ri_heu,ResIntWasherLoads
SiteInterview_HomeEnergyUse.csv,Qty_Dishwasher_Loads_per_Week,38,Loads per week,decimal,How many dishwasher loads per week?,SiteInterview_HomeEnergyUse.csv,Qty Dishwasher Loads per Week,SFdishwasher,DWLoads
SiteInterview_HomeEnergyUse.csv,Percent_Clothes_Washer_Loads_Washed_in_Hot_Water,39,Percent,decimal,What percent of the clothes washer loads are washed in hot water?,SiteInterview_HomeEnergyUse.csv,Percent Clothes Washer Loads Washed in Hot Water,SF_ri_heu,ResIntWasherLoadsHot
SiteInterview_HomeEnergyUse.csv,Showerhead_Used_The_Most,40,,text,Which showerhead do you use the most?,,,SF_ri_heu,ResInt_PrimaryShowerhead
SiteInterview_HomeEnergyUse.csv,Electric_Vehicle_Present,41,,Single Choice selection,Do you have a plug-in electric vehicle or electrical vehicle charging station?,SiteOneLine.csv,Electric Vehicles Present,,
SiteInterview_HomeEnergyUse.csv,Pool_Present,42,,Single Choice selection,Do you have a pool?,SiteOneLine.csv,Pool Present,,
SiteInterview_HomeEnergyUse.csv,Pool_Type,43,,Single Choice selection,What type of pool do you have?,SiteOneLine.csv,Pool Type,,
SiteInterview_HomeEnergyUse.csv,Pool_Location,44,,Single Choice selection,Pool location,SiteOneLine.csv,Pool Location,,
SiteInterview_HomeEnergyUse.csv,Pool_Availability_Months_Per_Year,45,months / year,decimal,Availability (months / year),SiteOneLine.csv,Pool Availability,,
SiteInterview_HomeEnergyUse.csv,Pool_Area_Sq_Ft,46,Surface area sq ft,decimal,Pool Size (surface area sq ft),SiteOneLine.csv,Pool Area,,
SiteInterview_HomeEnergyUse.csv,Pool_Area_Is_Estimated,47,,Single Choice selection,Pool Size is estimated?,,,,
SiteInterview_HomeEnergyUse.csv,Pool_Cover,48,,Single Choice selection,Is there a pool cover?,SiteOneLine.csv,Pool Cover,,
SiteInterview_HomeEnergyUse.csv,Pool_Heat_Primary_Fuel_Type,49,,Single Choice selection,Primary fuel type,SiteOneLine.csv,Pool Heating Fuel,,
SiteInterview_HomeEnergyUse.csv,Pool_Heat_Primary_Fuel_Type_Other,50,,long_text,Other SPECIFY:,,,,
SiteInterview_HomeEnergyUse.csv,Pool_Solar_Assist,51,,Single Choice selection,Does pool have solar assist?,SiteOneLine.csv,Pool Solar Assist,,
SiteInterview_HomeEnergyUse.csv,Hot_Tub_Present,52,,Single Choice selection,Do you have a hot tub?,SiteOneLine.csv,Hot Tub Present,,
SiteInterview_HomeEnergyUse.csv,Hot_Tub_Area,53,Surface area sq ft,decimal,Hot Tub Size (surface area sq ft)Hot Tub Size,SiteOneLine.csv,Hot Tub Area,,
SiteInterview_HomeEnergyUse.csv,Hot_Tub_Area_Is_Estimated,54,,Single Choice selection,Hot Tub Size is estimated?,,,,
SiteInterview_HomeEnergyUse.csv,Onsite_Power_Generation_Present,55,,Single Choice selection,Is there on-site power generation such as Solar / PV present?,,,SFMaster_sitedetails,Top_SolarPV
SiteInterview_HomeEnergyUse.csv,Onsite_Power_Generation_Type,56,,Multiple Choice selection,Which types of on-site power generation are present? Choose all that apply,,,,
SiteInterview_HomeEnergyUse.csv,Onsite_Power_Generation_Type_Other,57,,long_text,Other SPECIFY:,,,,
SiteInterview_HomeEnergyUse.csv,Fossil_Fuel_System_Power_Rating,58,kW,decimal,Fossil Fuel system power rating (kW),,,,
SiteInterview_HomeEnergyUse.csv,Generator_Fuel,59,,Single Choice selection,Fossil Fuel generator fuel type,,,,
SiteInterview_HomeEnergyUse.csv,PV_Power_Rating,60,kW,decimal,Solar rated system power (kW),SiteOneLine.csv,Solar Panels Rated kW,,
SiteInterview_HomeEnergyUse.csv,PV_Financing,61,,Single Choice selection,How was the PV installation financed?,SiteOneLine.csv,Solar Panels Financing,,
SiteInterview_HomeEnergyUse.csv,PV_Financing_Other,62,,long_text,Other SPECIFY:,,,,
SiteInterview_HomeEnergyUse.csv,Power_Storage_Present,63,,Single Choice selection,Is power storage present?,,,,
SiteInterview_HomeEnergyUse.csv,Power_Storage_Type,64,,Multiple Choice selection,Which types of power storage are present? Choose all that apply,,,,
SiteInterview_HomeEnergyUse.csv,Power_Storage_Type_Other,65,,long_text,Other SPECIFY:,,,,
SiteInterview_HomeEnergyUse.csv,Backup_Battery_Capacity_kW,66,kW,decimal,What is the capacity of the battery backup (kW)?,SiteOneLine.csv,Solar Battery Backup Capacity,,
SiteInterview_HomeEnergyUse.csv,Backup_Battery_Capacity_kWh,67,kWh,decimal,What is the capacity of the battery backup (kWh)?,,,,
SiteInterview_HomeEnergyUse.csv,Capacity_of_Hot_Water_Thermal_Storage,68,gallons,decimal,What is the capacity of the hot water (thermal) storage in gallons?,,,,
SiteInterview_OccupantConservation.csv,CK_SiteID,1,,ID,Site ID,SiteInterview_TenantConservation.csv,CK_SiteID,SF_ri_cons,siteid
SiteInterview_OccupantConservation.csv,Performed_Conservation_Measures_on_Their_Own_in_Last_2_Years,2,,Single Choice selection,Did you perform any conservation measures at your house in the last two years?,SiteInterview_TenantConservation.csv,Performed Conservation Measures on Their Own in Last 2 Years,,
SiteInterview_OccupantConservation.csv,Participated_in_Utility_Conservation_Program_in_Last_2_Years,3,,Single Choice selection,Did you receive a utility rebate?,SiteInterview_TenantConservation.csv,Participated in Utility Conservation Program in Last 2 Years,,
SiteInterview_OccupantConservation.csv,Received_Tax_Credit_for_Conservation,4,,Single Choice selection,Did you receive a tax credit?,SiteInterview_TenantConservation.csv,Received Tax Credit for Conservation,,
SiteInterview_OccupantConservation.csv,Federal_Tax_Credit,5,,Single Choice selection,Did you receive a federal tax credit?,SiteInterview_TenantConservation.csv,Federal Tax Credit,,
SiteInterview_OccupantConservation.csv,State_Tax_Credit,6,,Single Choice selection,Did you receive a state tax credit?,SiteInterview_TenantConservation.csv,State Tax Credit,,
SiteInterview_OccupantConservation.csv,Other_Tax_Credit,7,,Single Choice selection,Did you receive an other tax credit?,SiteInterview_TenantConservation.csv,Other Tax Credit,,
SiteInterview_OccupantConservation.csv,Conservation_Air_Sealing,8,,Single Choice selection,Measure: air sealing,SiteInterview_TenantConservation.csv,Conservation: Air Sealing,,
SiteInterview_OccupantConservation.csv,Conservation_Energy_Audit,9,,Single Choice selection,Measure: energy audit,SiteInterview_TenantConservation.csv,Conservation: Energy Audit,,
SiteInterview_OccupantConservation.csv,Conservation_Cooling_Equipment,10,,Single Choice selection,Measure: cooling equipment,SiteInterview_TenantConservation.csv,Conservation: Cooling Equipmnet,,
SiteInterview_OccupantConservation.csv,Conservation_Door_Replacement,11,,Single Choice selection,Measure: door replacement,SiteInterview_TenantConservation.csv,Conservation: Door Replacement,,
SiteInterview_OccupantConservation.csv,Conservation_Heating_Equipment,12,,Single Choice selection,Measure: heating equipment,SiteInterview_TenantConservation.csv,Conservation: Heating Equipment,,
SiteInterview_OccupantConservation.csv,Conservation_Lighting,13,,Single Choice selection,Measure: lighting,SiteInterview_TenantConservation.csv,Conservation: Lighting,,
SiteInterview_OccupantConservation.csv,Conservation_Major_Appliance,14,,Single Choice selection,Measure: major appliance,SiteInterview_TenantConservation.csv,Conservation: Major Appliance,,
SiteInterview_OccupantConservation.csv,Conservation_Major_Appliance_Type,15,,Single Choice selection,What kind of major appliance?,SiteInterview_TenantConservation.csv,Conservation: Major Appliance Type,,
SiteInterview_OccupantConservation.csv,Conservation_Replacement_Windows,16,,Single Choice selection,Measure: windows,SiteInterview_TenantConservation.csv,Conservation: Replacement Windows,,
SiteInterview_OccupantConservation.csv,Conservation_Showerhead,17,,Single Choice selection,Measure: showerhead,SiteInterview_TenantConservation.csv,Conservation: Showerhead,,
SiteInterview_OccupantConservation.csv,Conservation_Water_Heating,18,,Single Choice selection,Measure: water heating,SiteInterview_TenantConservation.csv,Conservation: Water Heating,,
SiteInterview_OccupantConservation.csv,Conservation_Weatherization,19,,Single Choice selection,Measure: weatherization,SiteInterview_TenantConservation.csv,Conservation: Weatherization,,
SiteInterview_OccupantConservation.csv,Conservation_Ceiling_Insulation,20,,Single Choice selection,Measure: ceiling insulation,SiteInterview_TenantConservation.csv,Conservation: Ceiling Insulation,,
SiteInterview_OccupantConservation.csv,Conservation_Duct_Insulation,21,,Single Choice selection,Measure: duct insulation,SiteInterview_TenantConservation.csv,Conservation: Duct Insulation,,
SiteInterview_OccupantConservation.csv,Conservation_Duct_Sealing,22,,Single Choice selection,Measure: duct sealing,SiteInterview_TenantConservation.csv,Conservation: Duct Sealing,,
SiteInterview_OccupantConservation.csv,Conservation_Floor_Insulation,23,,Single Choice selection,Measure: floor insulation,SiteInterview_TenantConservation.csv,Conservation: Floor Insulation,,
SiteInterview_OccupantConservation.csv,Conservation_Wall_Insulation,24,,Single Choice selection,Measure: wall insulation,SiteInterview_TenantConservation.csv,Conservation: Wall Insulation,,
Skylight.csv,CK_SiteID,1,,ID,Site ID,"Window.csv, where Type = Skylight",CK_SiteID,SFskylight,siteid
Skylight.csv,Quantity,2,,integer,Number of Skylights with the same parameters?,"Window.csv, where Type = Skylight",Quantity,,
Skylight.csv,Type,3,,Single Choice selection,Skylight Opening,"Window.csv, where Type = Skylight",Sub-Type,,
Skylight.csv,Skylight_Area_Inches,4,sq. in,decimal,"If unable to measure Skylight dimensions, enter estimated Skylight Area (sq. in)",,,SFskylight,skylightarea
Skylight.csv,Skylight_Area_Inches_is_Estimated,5,,Single Choice selection,Skylight dimensions are estimated?,,,,
Skylight.csv,Frame_Type,6,,Single Choice selection,Frame Type,"Window.csv, where Type = Skylight",Frame / Body Type,,
Skylight.csv,Glazing_Type,7,,Single Choice selection,Glazing Type,"Window.csv, where Type = Skylight",Glazing Type,SFskylight,SFskylitepanes
Skylight.csv,Opening_Type,8,,Single Choice selection,How is the skylight opened?,,,,
Skylight.csv,Skylight_Direction,9,,Single Choice selection,Skylight Direction,"Window.csv, where Type = Skylight",Window Direction,,
Skylight.csv,Shape,10,,Single Choice selection,Window Shape?,,,,
Skylight.csv,Shape_Other,11,,long_text,Other SPECIFY:,,,,
Skylight.csv,Skylight_Height_Inches,12,in.,decimal,Skylight Height (in),,,,
Skylight.csv,Skylight_Width_Inches,13,in.,decimal,Skylight Width (in),,,,
Skylight.csv,Shade_Present,14,,Single Choice selection,Does the skylight have shades?,,,,
Skylight.csv,Shade_Reflective,15,,Single Choice selection,Shades are Reflective?,,,,
Skylight.csv,Shade_Insulated,16,,Single Choice selection,Shades are Insulated?,,,,
Skylight.csv,Area,17,Sq in,decimal,Skylight Area (sq in),"Window.csv, where Type = Skylight",Area,,
Skylight.csv,U-Value,18,U,decimal,Skylight U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),"Window.csv, where Type = Skylight",U-Value,SFskylight,u_skylight
Skylight.csv,Skylight_UA,19,UA,decimal,Skylight UA (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),"Window.csv, where Type = Skylight",Window UA,SFwindowua,ua_window
Testing_Blowerdoor.csv,CK_SiteID,1,,ID,Site ID,Mechanical_BlowerDoor.csv,CK_SiteID,SFblowerdoor,siteid
Testing_Blowerdoor.csv,Blower_Door_Test_Type,2,,Single Choice selection,Test Type,,,,
Testing_Blowerdoor.csv,First_Trial_P50_CFM,3,CFM50,text,Flow (CFM50),Mechanical_BlowerDoor.csv,First Trial: P50 CFM / Second Trial: P50 CFM,SFblowerdoor,Q50
Testing_Blowerdoor.csv,ACH_50,4,ACH,decimal,ACH 50,Mechanical_BlowerDoor.csv,First Trial: ACH50 / Second Trial: ACH50,SFblowerdoor,ACH50
Testing_Blowerdoor.csv,Blower_Door_Exponent,5,n,decimal,Flow Exponent ( n ),Mechanical_BlowerDoor.csv,First Trial: Flow Exponent / Second Trial: Flow Exponent,SFblowerdoor,flowexponent
Testing_Blowerdoor.csv,Blower_Door_Coeff,6,C,decimal,Flow Coefficient ( C ),Mechanical_BlowerDoor.csv,First Trial: Flow Coefficient / Second Trial: Flow Coefficient,SFblowerdoor,flowcoefficient
Testing_Blowerdoor.csv,First_Trial_Windy,7,,Single Choice selection,Windy?,Mechanical_BlowerDoor.csv,First Trial: Windy / Second Trial: Windy,,
Testing_Blowerdoor.csv,Conditioned_Volume,8,Cu ft,decimal,Conditioned Volume,Mechanical_BlowerDoor.csv,Conditioned Volume,SFblowerdoor,volume
Testing_Blowerdoor.csv,Building_Height,9,Feet,decimal,Average ceiling height,Mechanical_BlowerDoor.csv,Building Height,SFblowerdoor,buildingheight
Testing_Ductleakage.csv,CK_SiteID,1,,ID,Site ID,,,SFducttesting_dbase,siteid
Testing_Ductleakage.csv,Total_Duct_Leakage_Exponent,2,,decimal,Total Duct Leakage Exponent,,,SFducttesting_dbase,DB_BothSides_FlowExponent_Calculated
Testing_Ductleakage.csv,Total_Duct_Leakage_Coefficient,3,,decimal,Total Duct Leakage Coefficient,,,SFducttesting_dbase,DB_BothSides_C
Testing_Ductleakage.csv,Total_Duct_Leakage_CFM25,4,,decimal,Total Duct Leakage CFM25,,,,
Testing_Ductleakage.csv,Total_Duct_Leakage_CFM25_Per_100_Sqft,5,CFM 25 per 100 sq ft,decimal,Total Duct Leakage CFM25 per 100 Square Feet,,,,
Testing_Ductleakage.csv,Supply_Return_Duct_Leakage_Exponent,6,,decimal,Duct Leakage Exponent,,,SFducttesting_dbase,DB_OneSide_FlowExponent_Calculated
Testing_Ductleakage.csv,Supply_Return_Duct_Leakage_Coefficient,7,,decimal,Duct Leakage Coefficient,,,SFducttesting_dbase,DB_OneSide_C
Testing_Ductleakage.csv,Supply_Return_Duct_Leakage_CFM25,8,,decimal,Duct Leakage CFM25,,,SFducttesting_dbase,Sup_Q25_Calc / Ret_Q25_Calc
Testing_Ductleakage.csv,Supply_Return_Duct_Leakage_CFM25_Per_100_Sqft,9,CFM 25 per 100 sq ft,decimal,Duct Leakage CFM25 per 100 Square Feet,,,,
Testing_Ductleakage.csv,T1_Target40_Ring_Size,10,,Single Choice selection,Duct Blaster Ring Size,,,,
Testing_Ductleakage.csv,T1_Target40_Flow_Rate,11,CFM,decimal,Duct Blaster Flow Rate (CFM),,,,
Testing_Ductleakage.csv,T1_Target40_Duct_Pressure,12,PA,decimal,Duct Blaster Baseline Pressure  (PA) – Note: Value should be closer to the negative of blower door reading than to zero. If closer to zero you likely missed taping a duct.,,,,
Testing_Ductleakage.csv,T1_Target40_Blower_Pressure,13,PA,decimal,Duct Pressure WRT Outside (PA) – Blower Door Pressure Reading,,,,
Testing_Ductleakage.csv,T1_Target20_Ring_Size,14,,Single Choice selection,Duct Blaster Ring Size,,,,
Testing_Ductleakage.csv,T1_Target20_Flow_Rate,15,CFM,decimal,Duct Blaster Flow Rate (CFM),,,,
Testing_Ductleakage.csv,T1_Target20_Duct_Pressure,16,PA,decimal,Duct Blaster Baseline Pressure  (PA) – Note: Value should be closer to the negative of blower door reading than to zero. If closer to zero you likely missed taping a duct.,,,,
Testing_Ductleakage.csv,T1_Target20_Blower_Pressure,17,PA,decimal,Duct Pressure WRT Outside (PA) – Blower Door Pressure Reading,,,,
Testing_Ductleakage.csv,T2_Target40_Ring_Size,18,,Single Choice selection,Duct Blaster Ring Size,,,,
Testing_Ductleakage.csv,T2_Target40_Flow_Rate,19,CFM,decimal,Duct Blaster Flow Rate (CFM),,,,
Testing_Ductleakage.csv,T2_Target40_Duct_Pressure,20,PA,decimal,Duct Blaster Baseline Pressure  (PA) – Note: Value should be closer to the negative of blower door reading than to zero. If closer to zero you likely missed taping a duct.,,,,
Testing_Ductleakage.csv,T2_Target40_Blower_Pressure,21,PA,decimal,Duct Pressure WRT Outside (PA) – Blower Door Pressure Reading,,,,
Testing_Ductleakage.csv,T2_Target20_Ring_Size,22,,Single Choice selection,Duct Blaster Ring Size,,,,
Testing_Ductleakage.csv,T2_Target20_Flow_Rate,23,CFM,decimal,Duct Blaster Flow Rate (CFM),,,,
Testing_Ductleakage.csv,T2_Target20_Duct_Pressure,24,PA,decimal,Duct Blaster Baseline Pressure  (PA) – Note: Value should be closer to the negative of blower door reading than to zero. If closer to zero you likely missed taping a duct.,,,,
Testing_Ductleakage.csv,T2_Target20_Blower_Pressure,25,PA,decimal,Duct Pressure WRT Outside (PA) – Blower Door Pressure Reading,,,,
Testing_Ductleakage.csv,T2_Side_Tested,26,,Single Choice selection,Which Side is tested?,,,SFducttesting_dbase,DB_OneSide_WhichSide
