"SiteID","RoomID","ApplianceID","Type","Make","Model","Vintage","Serial","Energy_Star","Programmed","Thermostat_Wifi_Controls_Used","System_Controlled","Room_Type"
"SITE_219","ROOM_24369","APPL_77611","Programmable thermostat","Honeywell","TH2110DV1008","Unknown","UNKNOWN","No","Yes",NA,"Central System","Dining Room"
"SITE_220","ROOM_22941","APPL_9576","Smart/Wi-Fi thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Yes","Unknown","Unknown","Central System","Hallway"
"SITE_221","ROOM_21188","APPL_25077","Smart thermostat","Ecobee","ECOBEE LITE","Unknown","412861970279","Unknown","Yes","Yes","Central System","Living Room"
"SITE_222","ROOM_2975","APPL_157297","Programmable thermostat","Honeywell","UNKNOWN","2000","UNKNOWN","Yes","Yes",NA,"Central System","Dining Room"
"SITE_225","ROOM_36922","APPL_129095","Smart/Wi-Fi thermostat","Trane","UNKNOWN","Unknown","UNKNOWN","No","Yes","Yes","Central System","Dining Room"
"SITE_227","ROOM_42785","APPL_21242","Programmable thermostat","Honeywell","CHRONOTHERM III","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_228","ROOM_20047","APPL_146675","Manual thermostat - Analog","White Rodgers","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_228","ROOM_21843","APPL_106302","Manual thermostat - Analog","White Rodgers","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_228","ROOM_2438","APPL_97747","Manual thermostat - Analog","White Rodgers","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_228","ROOM_45486","APPL_146670","Manual thermostat - Analog","White Rodgers","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_23","ROOM_9662","APPL_159129","Programmable thermostat","Ritetemp","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_230","ROOM_25756","APPL_162808","Smart thermostat","Google Nest","UNKNOWN","Unknown","UNKNOWN","No","Yes","No","Central System","Hallway"
"SITE_231","ROOM_41523","APPL_92019","Smart thermostat","Google Nest","BACKPLATE","Unknown","09DA01AC13160EKC","No","Yes","Yes","Central System","Hallway"
"SITE_233","ROOM_9183","APPL_163709","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Hallway"
"SITE_234","ROOM_14459","APPL_32202","Programmable thermostat","Trane","TZEMT400BB32","Unknown","UNKNOWN","No","No",NA,"Central System","Hallway"
"SITE_235","ROOM_17608","APPL_49221","Smart thermostat","Google Nest","NEST","Unknown","UNKNOWN","No","Yes","Yes","Central System","Hallway"
"SITE_236","ROOM_31108","APPL_47657","Smart thermostat","Google Nest","NEST 5.4","Unknown","09DA02AC191903BZ","Yes","Unknown","Unknown","Central System","Entry/Entryway"
"SITE_237","ROOM_6006","APPL_110436","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_238","ROOM_43750","APPL_101929","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Hallway"
"SITE_239","ROOM_19699","APPL_117702","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_239","ROOM_14996","APPL_94985","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_239","ROOM_39968","APPL_32621","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_239","ROOM_21975","APPL_75641","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Family Room"
"SITE_24","ROOM_41759","APPL_25414","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_24","ROOM_37482","APPL_97169","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_24","ROOM_27138","APPL_148481","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_24","ROOM_46555","APPL_159398","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_240","ROOM_29815","APPL_63465","Programmable thermostat","Emerson","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Hallway"
"SITE_241","ROOM_38109","APPL_111771","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Unknown",NA,"Central System","Hallway"
"SITE_242","ROOM_34487","APPL_44326","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","0","No",NA,NA,"Central System","Hallway"
"SITE_243","ROOM_18745","APPL_23011","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_243","ROOM_18745","APPL_26987","Manual thermostat - Analog","Ceil heat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_243","ROOM_11029","APPL_43776","Manual thermostat - Analog","Ceil heat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_243","ROOM_23965","APPL_97464","Manual thermostat - Analog","Ceil heat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_243","ROOM_23498","APPL_71920","Programmable thermostat","SunTouch","UNKNOWN","Unknown","UNKNOWN","No","No",NA,"Zonal System","Bathroom"
"SITE_243","ROOM_41787","APPL_43144","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_244","ROOM_32686","APPL_170297","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Dining Room"
"SITE_245","ROOM_41689","APPL_27537","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Living Room"
"SITE_246","ROOM_18741","APPL_67850","Smart thermostat","Google Nest","NEST 5.4","2020","09DA02AC30200NQA","Yes","Yes","Yes","Central System","Hallway"
"SITE_247","ROOM_5835","APPL_99681","Manual thermostat - Digital","Honeywell","TH1110D2009","Unknown","2037JD311186","No",NA,NA,"Central System","Hallway"
"SITE_248","ROOM_23594","APPL_98338","Programmable thermostat","Honeywell","TH6000","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_249","ROOM_42044","APPL_96860","Programmable thermostat","Honeywell","T8112D1005","Unknown","0339 PF1C","No","Yes",NA,"Central System","Hallway"
"SITE_25","ROOM_11087","APPL_14350","Smart thermostat","Google Nest","UNKNOWN","Unknown","UNKNOWN","Yes","Yes","Yes","Central System","Hallway"
"SITE_250","ROOM_16404","APPL_32799","Smart thermostat","Google Nest","T100577","2014","UNKNOWN","Yes","Yes","Yes","Central System","Hallway"
"SITE_251","ROOM_5733","APPL_168246","Manual thermostat - Digital","Lux","500","Unknown","UNKNOWN","No",NA,NA,"Central System","Hallway"
"SITE_252","ROOM_16244","APPL_169389","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","No",NA,"Central System","Hallway"
"SITE_253","ROOM_13979","APPL_77807","Programmable thermostat","Aube","UNKNOWN","2018","UNKNOWN","No","Yes",NA,"Zonal System","Bedroom"
"SITE_253","ROOM_30943","APPL_28862","Programmable thermostat","Aube","UNKNOWN","2018","UNKNOWN","Unknown","Unknown",NA,"Zonal System","Bedroom"
"SITE_253","ROOM_7882","APPL_98187","Programmable thermostat","Aube","UNKNOWN","2018","UNKNOWN","Unknown","No",NA,"Zonal System","Living Room"
"SITE_255","ROOM_43236","APPL_7307","Programmable thermostat","Honeywell","TH6210U2001","Unknown","1908JD421638","Unknown","No",NA,"Central System","Hallway"
"SITE_256","ROOM_15175","APPL_138659","Programmable thermostat","Carrier","INFINITY SYSTEM","Unknown","UNKNOWN","No","Yes",NA,"Central System","Living Room"
"SITE_259","ROOM_40935","APPL_129737","Smart thermostat","American Standard","UNKNOWN","Unknown","UNKNOWN","Unknown","Unknown","Unknown","Central System","Hallway"
"SITE_26","ROOM_12613","APPL_122011","Programmable thermostat","Unknown","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Kitchen"
"SITE_260","ROOM_41695","APPL_39265","Programmable thermostat","PSG","UNKNOWN","Unknown","UNKNOWN","No","Unknown",NA,"Unknown","Living Room"
"SITE_260","ROOM_41687","APPL_124787","Programmable thermostat","PSG","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Zonal System","Dining Room"
"SITE_260","ROOM_20559","APPL_162104","Programmable thermostat","PSG","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Zonal System","Bedroom"
"SITE_260","ROOM_43366","APPL_152456","Manual thermostat - Analog","Lux","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_260","ROOM_8676","APPL_107923","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_261","ROOM_36764","APPL_50943","Programmable thermostat","Carrier","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Entry/Entryway"
"SITE_262","ROOM_34563","APPL_142062","Programmable thermostat","Honeywell","TH8320R1003","2021","UNKNOWN","Yes","Yes",NA,"Central System","Entry/Entryway"
"SITE_263","ROOM_15949","APPL_171207","Wi-Fi enabled thermostat","Honeywell","RTH9585WF1004","2020","UNKNOWN","Unknown","Yes","Yes","Central System","Living Room"
"SITE_264","ROOM_17201","APPL_117914","Programmable thermostat","Lennox","UNKNOWN","Unknown","UNKNOWN","Unknown","Unknown",NA,"Central System","Hallway"
"SITE_266","ROOM_14439","APPL_59566","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKOWN","No","Yes",NA,"Central System","Dining Room"
"SITE_268","ROOM_10412","APPL_61563","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_269","ROOM_26989","APPL_151369","Smart thermostat","Google Nest","NEST 5.4","Unknown","09DA02AC06180DX5","Yes","Yes","Yes","Central System","Living Room"
"SITE_27","ROOM_23721","APPL_137196","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_273","ROOM_11339","APPL_100165","Programmable thermostat","Honeywell","T8112D1005 1","1999","UNKNOWN","Unknown","Yes",NA,"Central System","Entry/Entryway"
"SITE_274","ROOM_18281","APPL_37970","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Family Room"
"SITE_275","ROOM_10094","APPL_5620","Programmable thermostat","Honeywell","TH8320U 1008","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_276","ROOM_22780","APPL_24269","Smart thermostat","Google Nest","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes","Yes","Central System","Hallway"
"SITE_277","ROOM_21113","APPL_135733","Manual thermostat - Analog","Unknown","UNKNOWN","2019","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_277","ROOM_26863","APPL_56461","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_277","ROOM_39834","APPL_7621","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_277","ROOM_43282","APPL_895","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_277","ROOM_4186","APPL_18006","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Office"
"SITE_277","ROOM_11131","APPL_56392","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_279","ROOM_20993","APPL_170480","Programmable thermostat","Honeywell","CHRONOTHERM IV PLUS","Unknown","T8624D2012","Unknown","Yes",NA,"Central System","Living Room"
"SITE_28","ROOM_6394","APPL_127984","Manual thermostat - Digital","Daikin","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_28","ROOM_6394","APPL_159847","Smart thermostat","Google Nest","5.4","Unknown","09DA02AC221803Z8","Yes","Yes","No","Central System","Living Room"
"SITE_280","ROOM_15170","APPL_61427","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_281","ROOM_34514","APPL_144849","Programmable thermostat","Bryant","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_282","ROOM_41868","APPL_142251","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_283","ROOM_45190","APPL_130170","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Living Room"
"SITE_284","ROOM_5724","APPL_116146","Smart thermostat","Google Nest","7.6","Unknown","15DA01AC4917185U","Yes","Yes","Yes","Central System","Living Room"
"SITE_285","ROOM_29718","APPL_37369","Programmable thermostat","Bryant","UNKNOWN","Unknown","UNKNOWN","Yes","No",NA,"Central System","Hallway"
"SITE_286","ROOM_37680","APPL_137663","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_287","ROOM_9058","APPL_22160","Programmable thermostat","Honeywell","HONEYWELL HOME","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_288","ROOM_27225","APPL_25664","Smart thermostat","Google Nest","NEST","Unknown","UNKNOWN","No","Yes","Yes","Central System","Living Room"
"SITE_29","ROOM_25470","APPL_60989","Smart/Wi-Fi thermostat","American Standard","UNKNOWN","Unknown","UNKNOWN","No","Yes","No","Central System","Family Room"
"SITE_290","ROOM_42844","APPL_159022","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Dining Room"
"SITE_290","ROOM_27126","APPL_59367","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_290","ROOM_19379","APPL_5100","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_292","ROOM_20950","APPL_62629","Smart thermostat","American Standard","XL1050","Unknown","UNKNOWN","No","Yes","No","Central System","Hallway"
"SITE_293","ROOM_6130","APPL_173816","Programmable thermostat","Honeywell","97","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Living Room"
"SITE_294","ROOM_40635","APPL_80539","Manual thermostat - Analog","Unknown","UNKNOWN","1968","UNKNOWN","No",NA,NA,"Zonal System","Dining Room"
"SITE_294","ROOM_25617","APPL_33415","Manual thermostat - Digital","Mitsubishi","UNKNOWN","2020","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_294","ROOM_41388","APPL_65161","Manual thermostat - Digital","Mitsubishi","UNKNOWN","2020","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_295","ROOM_7599","APPL_44627","Manual thermostat - Digital","Daikin","DAIKIN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_296","ROOM_32244","APPL_13820","Manual thermostat - Analog","Williams","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Living Room"
"SITE_297","ROOM_17700","APPL_127332","Smart thermostat","Ecobee","ECOBEE 3","Unknown","311056934185","Unknown","Yes","Yes","Central System","Hallway"
"SITE_297","ROOM_34781","APPL_119460","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Unknown","Living Room"
"SITE_298","ROOM_6926","APPL_130399","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Living Room"
"SITE_299","ROOM_30668","APPL_36099","Smart/Wi-Fi thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes","Unknown","Central System","Hallway"
"SITE_3","ROOM_30813","APPL_163902","Smart thermostat","Google Nest","UNKNOWN","Unknown","UNKNOWN","No","Yes","Yes","Central System","Hallway"
"SITE_3","ROOM_35910","APPL_85254","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_30","ROOM_11603","APPL_65927","Smart thermostat","Ecobee","SMART THERM W/ VOICE","Unknown","521797252547","Yes","Unknown","Unknown","Central System","Hallway"
"SITE_300","ROOM_5097","APPL_95687","Programmable thermostat","Hunter","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_301","ROOM_24054","APPL_113897","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Zonal System","Hallway"
"SITE_301","ROOM_22774","APPL_63460","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Zonal System","Hallway"
"SITE_302","ROOM_14202","APPL_145066","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Entry/Entryway"
"SITE_303","ROOM_24789","APPL_131048","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_304","ROOM_21182","APPL_150525","Smart thermostat","Ecobee","ECOBEE3 LITE","Unknown","411980234446","No","Yes","Yes","Central System","Dining Room"
"SITE_305","ROOM_37048","APPL_64776","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","No",NA,"Central System","Living Room"
"SITE_306","ROOM_36487","APPL_174019","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_308","ROOM_3623","APPL_80429","Wi-Fi enabled thermostat","Sensi","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes","Unknown","Central System","Hallway"
"SITE_31","ROOM_7489","APPL_137271","Programmable thermostat","Honeywell","TH3110D1008","Unknown","UNKNOWN","No","Yes",NA,"Central System","Living Room"
"SITE_311","ROOM_5801","APPL_20584","Smart thermostat","Google Nest","BACKPLATE-5.4","Unknown","09DA02AC371807WM","Unknown","Yes","Yes","Central System","Hallway"
"SITE_311","ROOM_34021","APPL_133348","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Garage"
"SITE_311","ROOM_34021","APPL_61893","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Garage"
"SITE_311","ROOM_34021","APPL_72403","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Garage"
"SITE_312","ROOM_36751","APPL_104938","Programmable thermostat","Honeywell","PROSERIES","Unknown","UNKNOWN","No","Yes",NA,"Central System","Living Room"
"SITE_313","ROOM_31542","APPL_142118","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_313","ROOM_42778","APPL_151176","Manual thermostat - Analog","White Rodgers","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_313","ROOM_9996","APPL_157355","Manual thermostat - Analog","Ra Stat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_313","ROOM_41904","APPL_113750","Manual thermostat - Analog","Ra Stat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_314","ROOM_42826","APPL_88407","Smart thermostat","Ecobee","SMARTTHERMOSTAT WITH VOICE CONTROL","Unknown","UNKNOWN","Yes","Yes","Yes","Central System","Entry/Entryway"
"SITE_315","ROOM_17109","APPL_139849","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Living Room"
"SITE_316","ROOM_7778","APPL_142793","Programmable thermostat","Unknown","UNKNOWN","Unknown","2106LBL005880","No","Yes",NA,"Central System","Hallway"
"SITE_317","ROOM_38731","APPL_160365","Programmable thermostat","Honeywell","PROSERIES","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Hallway"
"SITE_319","ROOM_6772","APPL_84141","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_319","ROOM_17337","APPL_54141","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_319","ROOM_27264","APPL_150762","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_319","ROOM_43649","APPL_153710","Programmable thermostat","Trane","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_319","ROOM_20708","APPL_41889","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_32","ROOM_30884","APPL_70945","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Family Room"
"SITE_32","ROOM_8985","APPL_166650","Programmable thermostat","Trane","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Living Room"
"SITE_320","ROOM_12468","APPL_116047","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Kitchen"
"SITE_322","ROOM_19564","APPL_33241","Smart/Wi-Fi thermostat","Cor","WEM01-A","Unknown","UNKNOWN","No","Yes","Yes","Central System","Kitchen"
"SITE_323","ROOM_2998","APPL_100654","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Living Room"
"SITE_324","ROOM_38050","APPL_108687","Smart thermostat","Google Nest","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes","Yes","Central System","Dining Room"
"SITE_326","ROOM_26966","APPL_153300","Manual thermostat - Digital","Ritetemp","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Kitchen"
"SITE_327","ROOM_3250","APPL_142948","Programmable thermostat","Honeywell","CHRONOTHERM III","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_327","ROOM_1664","APPL_22732","Smart/Wi-Fi thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes","No","Central System","Family Room"
"SITE_328","ROOM_34829","APPL_63482","Manual thermostat - Digital","Aube","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_328","ROOM_24938","APPL_155132","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_328","ROOM_2735","APPL_21526","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_329","ROOM_37487","APPL_27779","Programmable thermostat","Lux","TX9100UC","Unknown","P722UC","No","Yes",NA,"Central System","Hallway"
"SITE_330","ROOM_17606","APPL_38781","Manual thermostat - Digital","Honeywell","RLV3120A1005","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_330","ROOM_30484","APPL_34632","Manual thermostat - Digital","Honeywell","RLV3120A1005","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_330","ROOM_7093","APPL_153462","Manual thermostat - Digital","Honeywell","RLV3120A1005","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_330","ROOM_3061","APPL_70154","Programmable thermostat","Honeywell","RLV4305A1000","Unknown","UNKNOWN","No","Yes",NA,"Zonal System","Living Room"
"SITE_330","ROOM_16544","APPL_81401","Programmable thermostat","Honeywell","RLV4305A1000","Unknown","UNKNOWN","No","Yes",NA,"Zonal System","Dining Room"
"SITE_331","ROOM_28340","APPL_104189","Programmable thermostat","Honeywell","RTH2300B1012","Unknown","UNKNOWN","No","Unknown",NA,"Central System","Hallway"
"SITE_332","ROOM_31079","APPL_34003","Smart thermostat","Carrier","INFINITY TOUCH","Unknown","UNKNOWN","Unknown","Yes","No","Central System","Living Room"
"SITE_333","ROOM_12366","APPL_118969","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Living Room"
"SITE_334","ROOM_18456","APPL_86630","Manual thermostat - Analog","Trane","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Hallway"
"SITE_335","ROOM_17323","APPL_145553","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","No",NA,"Zonal System","Living Room"
"SITE_335","ROOM_42280","APPL_167446","Programmable thermostat","Ritetemp","UNKNOWN","Unknown","UNKNOWN","Yes","Yes",NA,"Zonal System","Dining Room"
"SITE_335","ROOM_45098","APPL_152853","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","No",NA,"Zonal System","Dining Room"
"SITE_335","ROOM_32793","APPL_107431","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_335","ROOM_8291","APPL_87774","Manual thermostat - Digital","Ritetemp","UNKNOWN","Unknown","UNKNOWN","Yes",NA,NA,"Zonal System","Living Room"
"SITE_335","ROOM_46188","APPL_11051","Manual thermostat - Digital","3M","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_335","ROOM_16720","APPL_78944","Manual thermostat - Analog","Ritetemp","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Hallway"
"SITE_335","ROOM_38226","APPL_66333","Manual thermostat - Digital","Ritetemp","UNKNOWN","Unknown","UNKNOWN","Yes",NA,NA,"Zonal System","Bedroom"
"SITE_335","ROOM_25865","APPL_139396","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","No",NA,"Zonal System","Bathroom"
"SITE_336","ROOM_34945","APPL_128526","Smart thermostat","Google Nest","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes","Yes","Central System","Hallway"
"SITE_337","ROOM_11008","APPL_109077","Programmable thermostat","Honeywell","TH6110D1021","2011","UNKNOWN","Unknown","Yes",NA,"Central System","Living Room"
"SITE_338","ROOM_22004","APPL_80258","Programmable thermostat","Honeywell","RTH6350 D1000","Unknown","1325","No","No",NA,"Central System","Hallway"
"SITE_339","ROOM_23562","APPL_41588","Programmable thermostat","Honeywell","32003725-003","Unknown","31819015219756","No","Yes",NA,"Central System","Hallway"
"SITE_34","ROOM_31294","APPL_122817","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","No",NA,"Central System","Hallway"
"SITE_340","ROOM_20011","APPL_29692","Programmable thermostat","Honeywell","HOME","Unknown","UNKNOWN","Unknown","Unknown",NA,"Central System","Kitchen"
"SITE_341","ROOM_10469","APPL_119728","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
