"SiteID","RoomID","ApplianceID","Make","Make_Other","Model","Vintage","Serial","WiFi_Capable","Motor_Power","Motor_Power_Units","Disposal_Missing_Model_Reason","Disposal_Missing_Model_Reason_Other"
"SITE_677","ROOM_624","APPL_142735","InSinkErator",NA,"#5-87A","Unknown","#19011058071","No","0.5","HP",NA,NA
"SITE_678","ROOM_19197","APPL_100708","Waste King",NA,"GXP50C","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_68","ROOM_42579","APPL_166579","InSinkErator",NA,"ESSENTIAL-3","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_68","ROOM_42579","APPL_170204","InSinkErator",NA,"BADGER 5-87","Unknown","#18071069927","No","0.5","HP",NA,NA
"SITE_681","ROOM_8027","APPL_41919","InSinkErator",NA,"#1-87","2018","#18081304196","No","0.3","HP",NA,NA
"SITE_682","ROOM_43656","APPL_2169","InSinkErator",NA,"PROCOMPACT P-2A","2012","#12121518117","No","0.75","HP",NA,NA
"SITE_683","ROOM_22862","APPL_41647","Waste King",NA,"GXP50C","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_685","ROOM_29876","APPL_69288","Waste King",NA,"GXP33C","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_688","ROOM_25405","APPL_4122","InSinkErator",NA,"BADGER 5-89A","Unknown","#21101360401","No","0.5","HP",NA,NA
"SITE_690","ROOM_41909","APPL_57229","InSinkErator",NA,"BADGER 15SS-2","Unknown","#20061051955","No","0.5","HP",NA,NA
"SITE_691","ROOM_1317","APPL_63850","InSinkErator",NA,"BADGER 500","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_692","ROOM_11655","APPL_105128","Unknown",NA,"Unknown","Unknown","Unknown","No","0.5","HP","Unknown",NA
"SITE_693","ROOM_28032","APPL_156439","InSinkErator",NA,"#5-84A","Unknown","#17041272893","No","0.5","HP",NA,NA
"SITE_694","ROOM_6036","APPL_9028","InSinkErator",NA,"PRO333SS-1","Unknown","LL48338256","No","0.75","HP",NA,NA
"SITE_695","ROOM_1004","APPL_1440","InSinkErator",NA,"BADGER 500-3","Unknown","#20081555917","No","0.5","HP",NA,NA
"SITE_696","ROOM_25678","APPL_148339","InSinkErator",NA,"#5-81","Unknown","#06061916968","No","Unknown",NA,NA,NA
"SITE_697","ROOM_6855","APPL_35972","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.5","HP","Unknown",NA
"SITE_698","ROOM_46307","APPL_12855","InSinkErator",NA,"#1-87A","Unknown","#18041394862","No","0.33","HP",NA,NA
"SITE_7","ROOM_24547","APPL_91790","InSinkErator",NA,"BADGER5","2001","Unknown","No","0.5","HP",NA,NA
"SITE_70","ROOM_35587","APPL_136256","InSinkErator",NA,"BADGER 10S","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_703","ROOM_36684","APPL_164425","Whirlpool",NA,"GC2000","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_705","ROOM_38746","APPL_165940","InSinkErator",NA,"SPACE SAVER-P-1","Unknown","#12101555565","No","0.625","HP",NA,NA
"SITE_707","ROOM_29120","APPL_139999","InSinkErator",NA,"BADGER 500-2","Unknown","#18061071714","No","0.5","HP",NA,NA
"SITE_708","ROOM_17672","APPL_142242","InSinkErator",NA,"PRO77","Unknown","Unknown","No","1","HP",NA,NA
"SITE_71","ROOM_5416","APPL_133982","Other","Anaheim Manufacturing","WASTE KING","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_710","ROOM_36041","APPL_56778","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_712","ROOM_13972","APPL_97778","Other","Master Plumber","MP-2000","Unknown","SA 62950229","No","0.33","HP",NA,NA
"SITE_714","ROOM_10895","APPL_167257","InSinkErator",NA,"#E101","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_716","ROOM_6185","APPL_106500","InSinkErator",NA,"BADGER 100-2","Unknown","#21011483236","No","0.33","HP",NA,NA
"SITE_717","ROOM_39911","APPL_3536","Other","Conglom","CGWD93 (QKG02)","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_721","ROOM_23344","APPL_157243","InSinkErator",NA,"PRO COMPACT-P-2","Unknown","#10111557526","No","0.75","HP",NA,NA
"SITE_723","ROOM_21014","APPL_17451","InSinkErator",NA,"#1-87","Unknown","#15071040761","No","0.33","HP",NA,NA
"SITE_724","ROOM_34783","APPL_63534","InSinkErator",NA,"PRO 750-3A","Unknown","#21013041922","No","0.75","HP",NA,NA
"SITE_73","ROOM_35504","APPL_43654","InSinkErator",NA,"BADGER5","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_730","ROOM_3015","APPL_135351","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_731","ROOM_2941","APPL_153171","InSinkErator",NA,"#6-71","Unknown","RL62452148","No","0.5","HP",NA,NA
"SITE_732","ROOM_17302","APPL_91807","Other","Ace Hardware","#2000","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_734","ROOM_4056","APPL_93959","Waste King",NA,"GXP50C","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_736","ROOM_14004","APPL_82158","InSinkErator",NA,"ESSENTIAL-1","Unknown","#11031676952","No","0.75","HP",NA,NA
"SITE_738","ROOM_23168","APPL_69857","InSinkErator",NA,"PROSS-4","Unknown","WE 76808142","No","0.75","HP",NA,NA
"SITE_738","ROOM_23168","APPL_56268","InSinkErator",NA,"BADGER 900-2","Unknown","#19121063910","No","0.5","HP",NA,NA
"SITE_739","ROOM_10757","APPL_104474","Other","Emerson","#E10","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_740","ROOM_34699","APPL_2240","InSinkErator",NA,"BADGER 100-1","Unknown","#16021501412","No","0.33","HP",NA,NA
"SITE_742","ROOM_7258","APPL_62289","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_744","ROOM_8836","APPL_107314","InSinkErator",NA,"BADGER 100","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_746","ROOM_21762","APPL_44128","Other","Evergrind","E101-2A","Unknown","#19111315483","No","0.33","HP",NA,NA
"SITE_750","ROOM_36327","APPL_154505","Other","Ace Hardware","#1000","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_751","ROOM_20344","APPL_90989","Unknown",NA,"ACE2000-2","Unknown","#17121163791","No","0.5","HP",NA,NA
"SITE_752","ROOM_19299","APPL_85719","InSinkErator",NA,"BADGER 500","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_755","ROOM_38030","APPL_22592","InSinkErator",NA,"BADGER 100-1","Unknown","#14101790866","No","0.33","HP",NA,NA
"SITE_757","ROOM_37909","APPL_42701","InSinkErator",NA,"BADGER500","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_758","ROOM_31055","APPL_51087","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_759","ROOM_14627","APPL_54937","InSinkErator",NA,"BADGER-1","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_76","ROOM_45905","APPL_117605","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_760","ROOM_29771","APPL_60656","InSinkErator",NA,"Unknown","Unknown","Unknown","Unknown","Unknown",NA,"NO NAMEPLATE",NA
"SITE_761","ROOM_25878","APPL_97069","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_763","ROOM_20417","APPL_46432","InSinkErator",NA,"5 PLUS-7","Unknown","#04054419449","No","0.55","HP",NA,NA
"SITE_766","ROOM_2203","APPL_147172","InSinkErator",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"Unknown",NA
"SITE_767","ROOM_11126","APPL_45518","InSinkErator",NA,"BADGER 5XL-1","Unknown","#21021411217","No","1","HP",NA,NA
"SITE_768","ROOM_41643","APPL_31404","InSinkErator",NA,"SPACE SAVER-P-2","Unknown","#16073023507","No","0.625","HP",NA,NA
"SITE_769","ROOM_21963","APPL_110056","Other","Evergrind","E101-2","Unknown","#15041153009","No","0.33","HP",NA,NA
"SITE_772","ROOM_17327","APPL_46014","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"NO NAMEPLATE",NA
"SITE_773","ROOM_682","APPL_172004","Other","Ace Hardware","#5000","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_775","ROOM_38772","APPL_109313","InSinkErator",NA,"#5-75","Unknown","XA 79690425","No","0.5","HP",NA,NA
"SITE_776","ROOM_41349","APPL_106474","InSinkErator",NA,"E1012A","Unknown","#21034960","No","0.33","HP",NA,NA
"SITE_778","ROOM_6","APPL_155742","Other","Mainline","GRINDSMART","Unknown","1K6-10737-59","No","0.5","HP",NA,NA
"SITE_780","ROOM_9275","APPL_64936","InSinkErator",NA,"ACE 2000","Unknown","WE 76997501","No","0.5","HP",NA,NA
"SITE_782","ROOM_36401","APPL_122310","Other","Evergrind","#E202","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_786","ROOM_30983","APPL_126381","InSinkErator",NA,"BADGER 500","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_787","ROOM_45893","APPL_142238","Whirlpool",NA,"#GC2000XE5","2014","FN23709780","No","0.5","HP",NA,NA
"SITE_788","ROOM_21023","APPL_168284","Waste King",NA,"Unknown","Unknown","Unknown","No","0.5","HP","NO NAMEPLATE",NA
"SITE_789","ROOM_17121","APPL_65679","InSinkErator",NA,"#5-81","Unknown","#04081613957","No","0.5","HP",NA,NA
"SITE_790","ROOM_18034","APPL_152501","InSinkErator",NA,"SELECT-1","Unknown","#15073025354","No","0.625","HP",NA,NA
"SITE_793","ROOM_565","APPL_90398","Unknown",NA,"Unknown","Unknown","Unknown","No","1.25","HP","Unknown",NA
"SITE_796","ROOM_34694","APPL_45353","Waste King",NA,"#1001","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_799","ROOM_7421","APPL_48166","Unknown",NA,"#SE250","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_8","ROOM_46103","APPL_50690","InSinkErator",NA,"BADGER 900","2021","Unknown","No","0.75","HP",NA,NA
"SITE_800","ROOM_15565","APPL_1692","InSinkErator",NA,"EVOLUTION COMPACT","Unknown","#06111901364","No","0.75","HP",NA,NA
"SITE_802","ROOM_43684","APPL_113375","InSinkErator",NA,"BADGER 500-1","Unknown","#15061456169","No","0.5","HP",NA,NA
"SITE_803","ROOM_6643","APPL_10833","Waste King",NA,"GXP50C","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_804","ROOM_4235","APPL_44220","InSinkErator",NA,"BADGER 5","2019","Unknown","No","0.5","HP",NA,NA
"SITE_805","ROOM_16959","APPL_57834","InSinkErator",NA,"#5-84","Unknown","#16031311213","No","0.5","HP",NA,NA
"SITE_806","ROOM_41925","APPL_52662","InSinkErator",NA,"SELECT PLUS-3","Unknown","#17093016018","No","0.75","HP",NA,NA
"SITE_807","ROOM_26428","APPL_130786","Other","Evergrind","E303-2","Unknown","#16013089086","No","0.625","HP",NA,NA
"SITE_809","ROOM_29959","APPL_24348","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_81","ROOM_23528","APPL_146887","InSinkErator",NA,"BADGER 5XL-1","Unknown","#20061453970","No","0.5","HP",NA,NA
"SITE_810","ROOM_14717","APPL_24774","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_811","ROOM_37617","APPL_12669","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.5","HP","Unknown",NA
"SITE_813","ROOM_17772","APPL_54941","InSinkErator",NA,"PRO77-7","Unknown","#03112212914","No","1","HP",NA,NA
"SITE_814","ROOM_40617","APPL_58016","InSinkErator",NA,"BADGER 5XP-6","Unknown","#21021253954","No","1","HP",NA,NA
"SITE_815","ROOM_38065","APPL_41073","InSinkErator",NA,"E101-2","Unknown","#14041529735","No","0.33","HP",NA,NA
"SITE_816","ROOM_5769","APPL_39718","InSinkErator",NA,"#5-81","Unknown","#06021899285","No","0.5","HP",NA,NA
"SITE_817","ROOM_22266","APPL_79280","Waste King",NA,"Unknown","Unknown","Unknown","No","0.75","HP","Unknown",NA
"SITE_819","ROOM_24352","APPL_109819","InSinkErator",NA,"COMPACT-P","Unknown","#09121568801","No","0.75","HP",NA,NA
"SITE_82","ROOM_1632","APPL_6323","InSinkErator",NA,"5 PLUS-7","Unknown","#05091756014","No","0.625","HP",NA,NA
"SITE_820","ROOM_24581","APPL_66566","Waste King",NA,"GXP33C","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_825","ROOM_25799","APPL_114840","Other","Ace Hardware","ACE 5000-1","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_827","ROOM_18497","APPL_137063","InSinkErator",NA,"#5-38","Unknown","MD 49879890","No","0.5","HP",NA,NA
"SITE_832","ROOM_43672","APPL_66778","InSinkErator",NA,"333/SS-22","Unknown","CJ 26828548","No","0.5","HP",NA,NA
"SITE_833","ROOM_12087","APPL_8181","InSinkErator",NA,"BADGER 5-89","Unknown","#20061377534","No","0.5","HP",NA,NA
"SITE_834","ROOM_3045","APPL_121646","Other","American Standard","ASD-125-SL","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_839","ROOM_38246","APPL_143086","Waste King",NA,"EX75C","Unknown","2C1-01892259","No","1","HP",NA,NA
"SITE_84","ROOM_43917","APPL_122758","InSinkErator",NA,"#5-84","Unknown","#17071088671","No","0.5","HP",NA,NA
"SITE_844","ROOM_5355","APPL_146366","InSinkErator",NA,"BADGER 5XP-3","Unknown","#17031088247","No","0.75","HP",NA,NA
"SITE_848","ROOM_31163","APPL_81024","Other","Sinkmaster","#750","Unknown","0H0-23050-9","No","0.5","HP",NA,NA
"SITE_850","ROOM_23971","APPL_152694","InSinkErator",NA,"PRO77-7","Unknown","#05041518907","No","1","HP",NA,NA
"SITE_851","ROOM_10656","APPL_152701","InSinkErator",NA,"BADGER 1-90","Unknown","#20101169005","No","Unknown",NA,NA,NA
"SITE_852","ROOM_30742","APPL_69947","Waste King",NA,"GXP50C","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_858","ROOM_8646","APPL_113860","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_859","ROOM_161","APPL_45370","InSinkErator",NA,"PRO333-9","Unknown","VH 73308362","No","0.75","HP",NA,NA
"SITE_86","ROOM_27919","APPL_49384","InSinkErator",NA,"BADGER 5-89","Unknown","#20111355165","No","Unknown",NA,NA,NA
"SITE_861","ROOM_3872","APPL_165469","InSinkErator",NA,"SPACE SAVER-P","Unknown","#10031532186","No","0.625","HP",NA,NA
"SITE_862","ROOM_40199","APPL_20218","Waste King",NA,"Unknown","Unknown","Unknown","No","0.5","HP","NO NAMEPLATE",NA
"SITE_865","ROOM_10171","APPL_172671","InSinkErator",NA,"444-5","Unknown","#05071616927","No","Unknown",NA,NA,NA
"SITE_866","ROOM_43780","APPL_20180","InSinkErator",NA,"CONTRACTOR 333-2","Unknown","#20081096302","No","0.75","HP",NA,NA
"SITE_867","ROOM_8497","APPL_65900","Tappan",NA,"MONTGOMERY WARD","Unknown","M4 24971-1","No","0.75","kW",NA,NA
"SITE_868","ROOM_30006","APPL_9210","InSinkErator",NA,"#5-81","Unknown","#06961902351","No","0.5","HP",NA,NA
"SITE_869","ROOM_43269","APPL_19128","Other","Waste Maid","#1590","Unknown","S/NGD20-458888","No","0.5","HP",NA,NA
"SITE_871","ROOM_38873","APPL_98585","InSinkErator",NA,"BADGER 5-89A","Unknown","#21101232886","No","Unknown",NA,NA,NA
"SITE_872","ROOM_41124","APPL_52231","InSinkErator",NA,"#5-84","Unknown","#13061709135","No","0.5","HP",NA,NA
"SITE_874","ROOM_11127","APPL_36329","Kenmore",NA,"#17560591","Unknown","#04081008428","No","1","HP",NA,NA
"SITE_875","ROOM_44965","APPL_143194","InSinkErator",NA,"405750-4","2005","#17061144777","No","0.5","HP",NA,NA
"SITE_877","ROOM_27617","APPL_171578","InSinkErator",NA,"BADGER 900-2","Unknown","#20071068411","No","0.75","HP",NA,NA
"SITE_878","ROOM_39221","APPL_42102","Unknown",NA,"GXP33C","Unknown","1E8-33090-59","No","0.33","HP",NA,NA
"SITE_88","ROOM_35809","APPL_144768","Unknown",NA,"GXP33C","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_880","ROOM_3527","APPL_14531","InSinkErator",NA,"EVOLUTION PRO COMPACT","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_881","ROOM_22202","APPL_87584","Other","Evergrind","#E101","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_882","ROOM_17823","APPL_147778","Waste King",NA,"Unknown","Unknown","Unknown","No","0.75","HP","NO NAMEPLATE",NA
"SITE_883","ROOM_43806","APPL_44847","InSinkErator",NA,"COMPACT-P-1","Unknown","#12021593499","No","0.75","HP",NA,NA
"SITE_886","ROOM_15188","APPL_75704","Other","American Standard","ASD1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_886","ROOM_12891","APPL_105861","Waste King",NA,"#9940","Unknown","1G8-59356-59","No","0.75","HP",NA,NA
"SITE_887","ROOM_34666","APPL_11618","InSinkErator",NA,"EVER GRIND E202-2A","Unknown","#17071365107","No","0.5","HP",NA,NA
"SITE_888","ROOM_39820","APPL_57808","InSinkErator",NA,"BADGER 900 PLUS-1","Unknown","#19051048561","No","1","HP",NA,NA
"SITE_89","ROOM_15717","APPL_162460","InSinkErator",NA,"EVOLUTION","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_890","ROOM_6351","APPL_89294","InSinkErator",NA,"#5-84A","Unknown","#14101745210","No","Unknown",NA,NA,NA
"SITE_891","ROOM_5563","APPL_84467","InSinkErator",NA,"ESTEEM","Unknown","#10051733946","No","1","HP",NA,NA
"SITE_892","ROOM_34008","APPL_120218","InSinkErator",NA,"#5-84","Unknown","#14051502688","No","0.5","HP",NA,NA
"SITE_896","ROOM_31053","APPL_77854","InSinkErator",NA,"SELECT-1","Unknown","#15073071992","No","0.625","HP",NA,NA
"SITE_897","ROOM_14024","APPL_129735","InSinkErator",NA,"SELECT-3","Unknown","#18063025358","No","0.625","HP",NA,NA
"SITE_899","ROOM_34427","APPL_21178","InSinkErator",NA,"EVOLUTION PRO COMPACT","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_90","ROOM_34697","APPL_8312","InSinkErator",NA,"Unknown","Unknown","Unknown","Unknown","0.33","HP","NO NAMEPLATE",NA
"SITE_900","ROOM_394","APPL_168508","Jenn Air",NA,"GC460","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_902","ROOM_8655","APPL_43098","Other","Ace Hardware","#5000","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_903","ROOM_20898","APPL_33934","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"NO NAMEPLATE",NA
"SITE_904","ROOM_36019","APPL_121992","InSinkErator",NA,"444-1","Unknown","RG 61181187","No","Unknown",NA,NA,NA
"SITE_905","ROOM_3378","APPL_44868","InSinkErator",NA,"PRO33-9","Unknown","WM79045954","No","0.75","HP",NA,NA
"SITE_906","ROOM_10669","APPL_132149","InSinkErator",NA,"#5-84","Unknown","#13091606082","No","0.5","HP",NA,NA
"SITE_908","ROOM_35115","APPL_136361","InSinkErator",NA,"BADGER 500-3","Unknown","#21021395264","No","0.5","HP",NA,NA
"SITE_909","ROOM_11993","APPL_133706","Other","Evergrind","E101-2A","Unknown","#17091417222","No","0.33","HP",NA,NA
"SITE_91","ROOM_8318","APPL_154433","InSinkErator",NA,"BADGER 5-84A","Unknown","#17041043982","No","0.5","HP",NA,NA
"SITE_910","ROOM_42897","APPL_112869","Waste King",NA,"GXP50C","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_911","ROOM_42104","APPL_172041","InSinkErator",NA,"100SS","Unknown","0604171145/","No","0.75","HP",NA,NA
"SITE_912","ROOM_39978","APPL_150492","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_913","ROOM_23725","APPL_138792","InSinkErator",NA,"E101-2","Unknown","#15111113450","No","0.33","HP",NA,NA
"SITE_915","ROOM_5677","APPL_108575","InSinkErator",NA,"BADGER 5-75","Unknown","XA 797214P9","No","0.5","HP",NA,NA
"SITE_916","ROOM_9428","APPL_67478","Kenmore",NA,"#6040","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_917","ROOM_24593","APPL_21918","InSinkErator",NA,"MODEL 5-84A","Unknown","#15041144309","No","0.5","HP",NA,NA
"SITE_92","ROOM_29068","APPL_121795","InSinkErator",NA,"PRO 750-1","Unknown","#15073052508","No","0.75","HP",NA,NA
"SITE_920","ROOM_35992","APPL_112346","Other","American Standard","Unknown","Unknown","Unknown","No","Unknown",NA,"Unknown",NA
"SITE_921","ROOM_12082","APPL_158360","InSinkErator",NA,"CONTRACTOR 333-1A","Unknown","#19073033701","No","1","HP",NA,NA
"SITE_925","ROOM_26579","APPL_142168","InSinkErator",NA,"#1-81A","Unknown","WJ 78085034","No","0.33","HP",NA,NA
"SITE_926","ROOM_41837","APPL_168205","KitchenAid",NA,"KCDB250G4","Unknown","FN30704545","No","0.5","HP",NA,NA
"SITE_928","ROOM_19138","APPL_159331","InSinkErator",NA,"PRO COMPACT","Unknown","#07011720458","No","0.75","HP",NA,NA
"SITE_93","ROOM_25112","APPL_23991","Unknown",NA,"ACE MOEDEL 4000","Unknown","WC76161420","No","0.7","HP",NA,NA
"SITE_932","ROOM_41269","APPL_153470","Waste King",NA,"SS 7000","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_933","ROOM_8863","APPL_12983","InSinkErator",NA,"BADGER 100-2","Unknown","#20021282533","No","1","HP",NA,NA
"SITE_934","ROOM_41470","APPL_33316","InSinkErator",NA,"WG1202KH1","Unknown","FN83903037","No","0.5","HP",NA,NA
"SITE_935","ROOM_32196","APPL_162780","InSinkErator",NA,"BADGER 500","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_937","ROOM_16220","APPL_91403","InSinkErator",NA,"#E101","Unknown","Unknown","No","0.3","HP",NA,NA
"SITE_938","ROOM_31625","APPL_105631","InSinkErator",NA,"BADGER 500","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_939","ROOM_17322","APPL_155076","InSinkErator",NA,"BADGER 5-89A","Unknown","#20071221932","No","0.5","HP",NA,NA
"SITE_94","ROOM_42167","APPL_171618","Unknown",NA,"SINKMASTER 450","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_940","ROOM_37058","APPL_80935","InSinkErator",NA,"BADGER 5-89","Unknown","#20081171549","No","0.5","HP",NA,NA
"SITE_941","ROOM_1038","APPL_35108","InSinkErator",NA,"PRO 880LT-1A","Unknown","#18123045120","No","0.875","HP",NA,NA
"SITE_942","ROOM_21717","APPL_91573","InSinkErator",NA,"EVOLUTION PRO 750","Unknown","#14101616565","No","0.75","HP",NA,NA
"SITE_946","ROOM_18203","APPL_103626","InSinkErator",NA,"BADGER 1XL-1","Unknown","#22021400609","No","0.33","HP",NA,NA
"SITE_948","ROOM_27424","APPL_57314","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.75","HP","NO NAMEPLATE",NA
"SITE_949","ROOM_4741","APPL_118067","InSinkErator",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"Unknown",NA
"SITE_952","ROOM_36458","APPL_832","Kenmore",NA,"#17560400","Unknown","GM8692304","No","0.5","HP",NA,NA
"SITE_953","ROOM_2905","APPL_63607","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_955","ROOM_27529","APPL_161462","InSinkErator",NA,"#1-87A","Unknown","#16081460312","No","0.33","HP",NA,NA
"SITE_959","ROOM_14601","APPL_132859","InSinkErator",NA,"PRO ESSENTIAL-2","Unknown","#13041805921","No","0.75","HP",NA,NA
"SITE_959","ROOM_14601","APPL_156777","InSinkErator",NA,"BADGER 500-1","2013","#15031842492","No","0.5","HP",NA,NA
"SITE_96","ROOM_21108","APPL_66458","InSinkErator",NA,"EXCEL","Unknown","#08051528725","No","1","HP",NA,NA
"SITE_960","ROOM_10430","APPL_3558","Other","Food Waste Disposer","FWD-HD-1","Unknown","#13101690820","No","0.33","HP",NA,NA
"SITE_961","ROOM_39431","APPL_70156","Other","Evergrind","E101-2A","Unknown","#19071133502","No","0.33","HP",NA,NA
"SITE_962","ROOM_21527","APPL_61886","InSinkErator",NA,"#900","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_963","ROOM_13914","APPL_138044","Unknown",NA,"MODEL 1000","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_964","ROOM_7922","APPL_157218","Whirlpool",NA,"#GC2000XE5","Unknown","FN62702802","No","0.5","HP",NA,NA
"SITE_966","ROOM_41237","APPL_49256","InSinkErator",NA,"#5-84A","Unknown","#17101465150","No","0.5","HP",NA,NA
"SITE_967","ROOM_39854","APPL_8754","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_969","ROOM_14431","APPL_34903","Whirlpool",NA,"#GC2000XE3","Unknown","FNY2412233","No","0.5","HP",NA,NA
"SITE_970","ROOM_43011","APPL_73632","Other","Sinkmaster","BONE CRUSHER 450","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_971","ROOM_23601","APPL_57864","InSinkErator",NA,"BADGER 5-84","Unknown","#17101127227","No","0.5","HP",NA,NA
"SITE_974","ROOM_46323","APPL_133943","InSinkErator",NA,"5 PLUS-3","Unknown","SL 66311989","No","0.625","HP",NA,NA
"SITE_977","ROOM_23235","APPL_82775","Crosley",NA,"C-103","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_981","ROOM_38728","APPL_14186","Whirlpool",NA,"#GC1000PE4","Unknown","FN223522865","No","0.33","HP",NA,NA
"SITE_982","ROOM_4915","APPL_69578","InSinkErator",NA,"BADGER 1-90A","Unknown","#21021029408","No","0.33","HP",NA,NA
"SITE_984","ROOM_5602","APPL_157862","InSinkErator",NA,"#5-84A","Unknown","#16123048759","No","0.5","HP",NA,NA
"SITE_985","ROOM_738","APPL_16763","InSinkErator",NA,"Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Unknown",NA
"SITE_987","ROOM_42148","APPL_129416","InSinkErator",NA,"3-SS","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_988","ROOM_25722","APPL_21734","InSinkErator",NA,"#5-38","Unknown","LH47656237","No","0.5","HP",NA,NA
"SITE_99","ROOM_72","APPL_110944","InSinkErator",NA,"PREMIER","Unknown","#09091636605","No","Unknown",NA,NA,NA
"SITE_991","ROOM_45459","APPL_117084","InSinkErator",NA,"BADGER 500-3","Unknown","#21071247864","No","1","HP",NA,NA
"SITE_992","ROOM_20979","APPL_3151","Waste King",NA,"WHIRLAWAY PRO 584","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_996","ROOM_12558","APPL_51500","InSinkErator",NA,"BADGER","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_999","ROOM_33712","APPL_84417","Other","Titan","T-1060","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_3048","ROOM_44629","APPL_73421","Waste King",NA,"GXP50C","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_3050","ROOM_22092","APPL_38320","InSinkErator",NA,"BADGER-100","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_3052","ROOM_30541","APPL_128536","InSinkErator",NA,"#584","Unknown","#12071933020","No","0.5","HP",NA,NA
"SITE_3053","ROOM_5111","APPL_136807","General Electric",NA,"GFC525N","Unknown","Unknown","No","0.5","HP",NA,NA
