"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Model","Vintage","Serial","Energy_Star","WiFi_Capable","Room_Type","Dishwasher_Missing_Model_Reason","Dishwasher_Missing_Model_Reason_Other"
"SITE_732","ROOM_17302","APPL_116249","Standard (approx 24in.)","Hotpoint",NA,"HDA3400G00WW","Unknown","RD756037Y","No","No","Kitchen",NA,NA
"SITE_733","ROOM_36627","APPL_79054","Standard (approx 24in.)","Maytag",NA,"MDBH945AWB1","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_734","ROOM_4056","APPL_137269","Standard (approx 24in.)","Magic Chef",NA,"DU2J","Unknown","A2177942KD","No","No","Kitchen",NA,NA
"SITE_736","ROOM_14004","APPL_104924","Standard (approx 24in.)","Maytag",NA,"MDB8959A WS5","Unknown","F10101676","No","No","Kitchen",NA,NA
"SITE_737","ROOM_3911","APPL_10637","Standard (approx 24in.)","Maytag",NA,"MDC4809PAW0","Unknown","F23405550","No","No","Kitchen",NA,NA
"SITE_738","ROOM_23168","APPL_59627","Standard (approx 24in.)","Bosch",NA,"SHE68TL5UC/03","Unknown","FD940400040","No","No","Kitchen",NA,NA
"SITE_738","ROOM_23168","APPL_85919","Standard (approx 24in.)","Bosch",NA,"SHE68TL5UC/01","Unknown","FD930600501","No","No","Kitchen",NA,NA
"SITE_738","ROOM_24613","APPL_40918","Standard (approx 24in.)","General Electric",NA,"GSD360PG0PWW","Unknown","GD756288B","No","No","Kitchen",NA,NA
"SITE_739","ROOM_10757","APPL_122594","Standard (approx 24in.)","Whirlpool",NA,"DU810SWLQ0","Unknown","FR2497111","Yes","No","Kitchen",NA,NA
"SITE_74","ROOM_15593","APPL_136662","Standard (approx 24in.)","Whirlpool",NA,"DU810CWDB0","Unknown","#FE3127181","No","No","Kitchen",NA,NA
"SITE_740","ROOM_34699","APPL_60253","Standard (approx 24in.)","LG",NA,"LDP7810SS","Unknown","011KWXD25178","Yes","No","Kitchen",NA,NA
"SITE_741","ROOM_23449","APPL_67926","Standard (approx 24in.)","Whirlpool",NA,"WDP370PAHW0","Unknown","F90919708","No","No","Kitchen",NA,NA
"SITE_742","ROOM_7258","APPL_144279","Standard (approx 24in.)","Maytag",NA,"MDB4949SDM2","Unknown","F61826785","No","No","Kitchen",NA,NA
"SITE_744","ROOM_8836","APPL_84662","Standard (approx 24in.)","Kenmore",NA,"#36314589100","Unknown","TF308720R","No","No","Kitchen",NA,NA
"SITE_746","ROOM_21762","APPL_50558","Standard (approx 24in.)","General Electric",NA,"PDT715SMN3ES","Unknown","TR935128B","No","No","Kitchen",NA,NA
"SITE_747","ROOM_20167","APPL_167255","Standard (approx 24in.)","Bosch",NA,"SHS63VL2UC","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_748","ROOM_4753","APPL_762","Standard (approx 24in.)","Kenmore",NA,"66512833K311","Unknown","F42402654","No","No","Kitchen",NA,NA
"SITE_749","ROOM_20089","APPL_133011","Standard (approx 24in.)","General Electric",NA,"GSC3500D51WW","Unknown","TG703755B","No","No","Kitchen",NA,NA
"SITE_749","ROOM_25981","APPL_23967","Standard (approx 24in.)","Maytag",NA,"MDB4949SKZ 0","Unknown","FA1103626","No","No","Kitchen",NA,NA
"SITE_75","ROOM_4639","APPL_19570","Standard (approx 24in.)","Whirlpool",NA,"D 920PF002","Unknown","FJ2128344","No","No","Kitchen",NA,NA
"SITE_750","ROOM_36327","APPL_150412","Standard (approx 24in.)","Whirlpool",NA,"WDF520PADM9","Unknown","FB1834625","No","No","Kitchen",NA,NA
"SITE_751","ROOM_20344","APPL_121511","Standard (approx 24in.)","Whirlpool",NA,"GU980SCG52","Unknown","FJ4103816","No","No","Kitchen",NA,NA
"SITE_752","ROOM_19299","APPL_23152","Standard (approx 24in.)","Whirlpool",NA,"DU1050XTPQ1","Unknown","FR4103857","No","No","Kitchen",NA,NA
"SITE_753","ROOM_21919","APPL_46693","Standard (approx 24in.)","Kenmore",NA,"66513812K601","Unknown","FU2006218","Yes","No","Kitchen",NA,NA
"SITE_754","ROOM_4480","APPL_132837","Standard (approx 24in.)","General Electric",NA,"GSD2100V55WW","Unknown","SM734453B","No","No","Kitchen",NA,NA
"SITE_755","ROOM_38030","APPL_76365","Standard (approx 24in.)","Frigidaire",NA,"FDB510LCS3","Unknown","TH72944647","No","No","Kitchen",NA,NA
"SITE_756","ROOM_7452","APPL_129129","Standard (approx 24in.)","General Electric",NA,"GSD2200G02WW","Unknown","DG802866B","No","No","Kitchen",NA,NA
"SITE_757","ROOM_37909","APPL_118611","Standard (approx 24in.)","Samsung",NA,"DW80R5061US","Unknown","B091G8DNB09934L","Yes","No","Kitchen",NA,NA
"SITE_758","ROOM_31055","APPL_20615","Standard (approx 24in.)","General Electric",NA,"GSD4060N10SS","Unknown","FR783590B","No","No","Kitchen",NA,NA
"SITE_759","ROOM_14627","APPL_1276","Standard (approx 24in.)","Frigidaire",NA,"FBD2400KW9B","Unknown","TH54523463","No","No","Kitchen",NA,NA
"SITE_76","ROOM_45905","APPL_121525","Standard (approx 24in.)","Frigidaire",NA,"FDB1100RHC2","Unknown","TH95047582","No","No","Kitchen",NA,NA
"SITE_760","ROOM_29771","APPL_123087","Standard (approx 24in.)","Whirlpool",NA,"WDF110PABW4","Unknown","F54032159","No","No","Kitchen",NA,NA
"SITE_761","ROOM_25878","APPL_91925","Standard (approx 24in.)","General Electric",NA,"GLD5560L00SS","Unknown","FL756251B","No","No","Kitchen",NA,NA
"SITE_762","ROOM_3267","APPL_65204","Standard (approx 24in.)","Bosch",NA,"SHE3AR76UC","Unknown","FD950601036","No","No","Kitchen",NA,NA
"SITE_763","ROOM_20417","APPL_171686","Standard (approx 24in.)","General Electric",NA,"PDW8280J00SS","Unknown","VF788785B","No","No","Kitchen",NA,NA
"SITE_764","ROOM_20554","APPL_35436","Standard (approx 24in.)","General Electric",NA,"GLD4500R00BB","Unknown","DV725409B","No","No","Kitchen",NA,NA
"SITE_765","ROOM_27813","APPL_40337","Standard (approx 24in.)","Whirlpool",NA,"DU980QPDB5","Unknown","F61801921","No","No","Kitchen",NA,NA
"SITE_766","ROOM_2203","APPL_101432","Standard (approx 24in.)","Bosch",NA,"SHXM4AY55N/28","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_767","ROOM_11126","APPL_151620","Standard (approx 24in.)","ASKO",NA,"DW 201","Unknown","#080301645692","No","No","Kitchen",NA,NA
"SITE_768","ROOM_41643","APPL_23547","Standard (approx 24in.)","KitchenAid",NA,"KDFE104DSS5","Unknown","F73023592","Yes","No","Kitchen",NA,NA
"SITE_769","ROOM_21963","APPL_28968","Standard (approx 24in.)","LG",NA,"LDF5545SS","Unknown","102KWUC1G510","Yes","Unknown","Kitchen",NA,NA
"SITE_77","ROOM_41117","APPL_75942","Standard (approx 24in.)","KitchenAid",NA,"KDFM404KPS 0","Unknown","FX0501961","No","No","Kitchen",NA,NA
"SITE_770","ROOM_12541","APPL_134439","Standard (approx 24in.)","General Electric",NA,"GSD3900L00WW","Unknown","VL749141B","Unknown","No","Kitchen",NA,NA
"SITE_771","ROOM_25088","APPL_134170","Standard (approx 24in.)","Frigidaire",NA,"FGID2474QW4B","Unknown","KH53531695","No","No","Kitchen",NA,NA
"SITE_772","ROOM_17327","APPL_163396","Standard (approx 24in.)","KitchenAid",NA,"KUDS30IXBT6","Unknown","F20401436","Yes","No","Kitchen",NA,NA
"SITE_773","ROOM_682","APPL_138623","Standard (approx 24in.)","General Electric",NA,"GDP655SYN4FS","Unknown","ZS847791B","No","No","Kitchen",NA,NA
"SITE_774","ROOM_3417","APPL_106152","Standard (approx 24in.)","General Electric",NA,"GDF520PGD0WW","Unknown","RZ782894B","No","No","Kitchen",NA,NA
"SITE_775","ROOM_38772","APPL_139182","Standard (approx 24in.)","Jenn Air",NA,"JDB1250AWR","Unknown","10021761LX","Yes","No","Kitchen",NA,NA
"SITE_776","ROOM_41349","APPL_152500","Standard (approx 24in.)","Bosch",NA,"SHX863WD5N/13","Unknown","FD001000496","No","No","Kitchen",NA,NA
"SITE_777","ROOM_11695","APPL_108449","Standard (approx 24in.)","Whirlpool",NA,"WDT720PADB1","Unknown","F50505725","Yes","No","Kitchen",NA,NA
"SITE_778","ROOM_6","APPL_45390","Standard (approx 24in.)","General Electric",NA,"GSD3300K00WW","Unknown","TH717569B","No","No","Kitchen",NA,NA
"SITE_78","ROOM_46758","APPL_44521","Standard (approx 24in.)","Kenmore",NA,"587-703000","Unknown","#00959351083","No","No","Kitchen",NA,NA
"SITE_780","ROOM_9275","APPL_6152","Standard (approx 24in.)","Samsung",NA,"DW80R9950US","2021","0G38GDAR203991E","Yes","No","Kitchen",NA,NA
"SITE_781","ROOM_5276","APPL_78443","Standard (approx 24in.)","Samsung",NA,"DW80R5060US","2020","B090G8DNB07988J","Yes","No","Kitchen",NA,NA
"SITE_782","ROOM_36401","APPL_106905","Standard (approx 24in.)","Whirlpool",NA,"WDF520PADM7","Unknown","F83632492","No","No","Kitchen",NA,NA
"SITE_784","ROOM_28191","APPL_114554","Standard (approx 24in.)","Maytag",NA,"MBD4409PAW0","Unknown","F30950553","Yes","No","Kitchen",NA,NA
"SITE_785","ROOM_23182","APPL_17937","Standard (approx 24in.)","Maytag",NA,"MDB3700AWE","Unknown","30637655EV","No","No","Kitchen",NA,NA
"SITE_786","ROOM_30983","APPL_160679","Standard (approx 24in.)","LG",NA,"Unknown","Unknown","Unknown","No","No","Kitchen","Unknown",NA
"SITE_787","ROOM_45893","APPL_67794","Standard (approx 24in.)","Whirlpool",NA,"WDT710PAYM3","2014","F30678939","No","No","Kitchen",NA,NA
"SITE_788","ROOM_21023","APPL_96358","Standard (approx 24in.)","ASKO",NA,"DBI664","Unknown","#91330051","No","No","Kitchen",NA,NA
"SITE_789","ROOM_17121","APPL_143989","Standard (approx 24in.)","General Electric",NA,"GSD5500G03WW","Unknown","VG707710B","No","No","Kitchen",NA,NA
"SITE_790","ROOM_18034","APPL_149002","Standard (approx 24in.)","General Electric",NA,"PDT845SSJOSS","Unknown","TG104197B","No","No","Kitchen",NA,NA
"SITE_791","ROOM_24461","APPL_156002","Standard (approx 24in.)","Bosch",NA,"SHS863WD6N/13","Unknown","FD000400218","No","No","Kitchen",NA,NA
"SITE_792","ROOM_22281","APPL_62702","Standard (approx 24in.)","Bosch",NA,"SHX5AVF5UC/22","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_793","ROOM_565","APPL_14182","Standard (approx 24in.)","Bosch",NA,"SHE3ARF5UC/12","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_794","ROOM_37769","APPL_134268","Standard (approx 24in.)","Maytag",NA,"MDVH 979AWB4","Unknown","F05301148","Yes","No","Kitchen",NA,NA
"SITE_795","ROOM_39029","APPL_97555","Standard (approx 24in.)","Bosch",NA,"SHE863WF5N/11","Unknown","FD980901337","No","No","Kitchen",NA,NA
"SITE_796","ROOM_34694","APPL_17293","Standard (approx 24in.)","Bosch",NA,"SHE878WD5N/11","Unknown","FD980800275","No","No","Kitchen",NA,NA
"SITE_797","ROOM_24716","APPL_39165","Standard (approx 24in.)","Hotpoint",NA,"HDA3400G00WW","Unknown","FD824904Y","No","No","Kitchen",NA,NA
"SITE_798","ROOM_27001","APPL_99532","Standard (approx 24in.)","Whirlpool",NA,"WDF520PADW7","Unknown","F71942936","Yes","No","Kitchen",NA,NA
"SITE_799","ROOM_7421","APPL_3530","Standard (approx 24in.)","General Electric",NA,"DDT595SBL5TS","Unknown","TL773135BO","No","Unknown","Kitchen",NA,NA
"SITE_8","ROOM_46103","APPL_54020","Standard (approx 24in.)","Samsung",NA,"DW80R5060UG","2021","B08ZG8DNA06050W","Yes","No","Kitchen",NA,NA
"SITE_80","ROOM_27931","APPL_139008","Standard (approx 24in.)","Miele",NA,"G4975VISF","Unknown","63/1035415856","No","No","Kitchen",NA,NA
"SITE_800","ROOM_15565","APPL_149276","Standard (approx 24in.)","Bosch",NA,"SHX53T55UC/01","Unknown","FD930500572","No","No","Kitchen",NA,NA
"SITE_801","ROOM_43040","APPL_8785","Standard (approx 24in.)","Fisher & Paykel",NA,"DD24DCTX9 N","Unknown","CEV585989","No","No","Kitchen",NA,NA
"SITE_802","ROOM_43684","APPL_44","Standard (approx 24in.)","Bosch",NA,"SHEM3AY55N/26","Unknown","FD000601998","No","No","Kitchen",NA,NA
"SITE_803","ROOM_6643","APPL_118428","Standard (approx 24in.)","Bosch",NA,"SHE44C02UC","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_804","ROOM_4235","APPL_17415","Standard (approx 24in.)","Bosch",NA,"SHP865ZP5N/01","2019","FD990901638","No","No","Kitchen",NA,NA
"SITE_805","ROOM_16959","APPL_83613","Standard (approx 24in.)","Kenmore",NA,"66513542N412","Unknown","F62505431","No","No","Kitchen",NA,NA
"SITE_806","ROOM_41925","APPL_130682","Standard (approx 24in.)","Bosch",NA,"SHX68T55UC/09","Unknown","FD970100479","No","No","Kitchen",NA,NA
"SITE_807","ROOM_26428","APPL_106285","Standard (approx 24in.)","Bosch",NA,"SHE3AR72UC/25","Unknown","FD991203685","No","No","Kitchen",NA,NA
"SITE_808","ROOM_32122","APPL_161694","Standard (approx 24in.)","Kenmore",NA,"66514573N610","Unknown","F64210579","No","No","Kitchen",NA,NA
"SITE_809","ROOM_29959","APPL_18071","Standard (approx 24in.)","Whirlpool",NA,"WDF520PADM7","Unknown","F90677092","No","No","Kitchen",NA,NA
"SITE_81","ROOM_23528","APPL_52065","Standard (approx 24in.)","Kenmore",NA,"38712332F018","Unknown","KH64203735","No","No","Kitchen",NA,NA
"SITE_810","ROOM_14717","APPL_7978","Standard (approx 24in.)","Whirlpool",NA,"DU943PWKQ0","Unknown","FR0633346","No","No","Kitchen",NA,NA
"SITE_811","ROOM_37617","APPL_132887","Standard (approx 24in.)","LG",NA,"LDFN4542D","Unknown","107KWCS0V179","No","No","Kitchen",NA,NA
"SITE_812","ROOM_1063","APPL_118952","Standard (approx 24in.)","Kenmore",NA,"66515112K217","Unknown","F60220432","No","No","Kitchen",NA,NA
"SITE_813","ROOM_17772","APPL_160662","Standard (approx 24in.)","KitchenAid",NA,"KDTM404KPS 0","Unknown","FA1401519","Unknown","No","Kitchen",NA,NA
"SITE_814","ROOM_40617","APPL_65686","Standard (approx 24in.)","General Electric",NA,"GDT630PYR0FS","Unknown","ZS705163B","No","No","Kitchen",NA,NA
"SITE_815","ROOM_38065","APPL_56372","Standard (approx 24in.)","Whirlpool",NA,"WDT710PAYM6","Unknown","F41784190","Yes","No","Kitchen",NA,NA
"SITE_816","ROOM_5769","APPL_77810","Standard (approx 24in.)","Kenmore",NA,"66512773K311","Unknown","F42326470","No","No","Kitchen",NA,NA
"SITE_817","ROOM_22266","APPL_141874","Standard (approx 24in.)","Bosch",NA,"Unknown","Unknown","Unknown","No","No","Kitchen","Unknown",NA
"SITE_819","ROOM_24352","APPL_17791","Standard (approx 24in.)","Frigidaire",NA,"FDB635RBS0","Unknown","TH21920578","No","No","Kitchen",NA,NA
"SITE_82","ROOM_1632","APPL_92802","Standard (approx 24in.)","Kenmore",NA,"66513039K113","Unknown","F31115573","Yes","No","Kitchen",NA,NA
"SITE_820","ROOM_24581","APPL_134007","Standard (approx 24in.)","Bosch",NA,"SHEM63W55N/20FD011204862","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_822","ROOM_32214","APPL_133444","Standard (approx 24in.)","Whirlpool",NA,"WDT720PADM0","Unknown","F43409266","Yes","No","Kitchen",NA,NA
"SITE_823","ROOM_16879","APPL_153979","Standard (approx 24in.)","Frigidaire",NA,"FGID2466QF5A","Unknown","TH73000522","Yes","No","Kitchen",NA,NA
"SITE_824","ROOM_41716","APPL_149410","Standard (approx 24in.)","Kenmore",NA,"#5871558581","Unknown","#42379871089","No","No","Kitchen",NA,NA
"SITE_825","ROOM_25799","APPL_47831","Standard (approx 24in.)","Whirlpool",NA,"DU110XTS7","Unknown","FT2312882","No","No","Kitchen",NA,NA
"SITE_826","ROOM_572","APPL_31582","Standard (approx 24in.)","Whirlpool",NA,"WDT710PAYM5","Unknown","F33637042","Unknown","No","Kitchen",NA,NA
"SITE_827","ROOM_18497","APPL_56266","Standard (approx 24in.)","Whirlpool",NA,"DU810SWPUO","Unknown","FS1761723","No","No","Kitchen",NA,NA
"SITE_828","ROOM_15365","APPL_100795","Standard (approx 24in.)","Fisher & Paykel",NA,"DD24DCTX7","Unknown","RPG304878","No","No","Kitchen",NA,NA
"SITE_829","ROOM_5530","APPL_147841","Standard (approx 24in.)","KitchenAid",NA,"KDTE254EWH2","Unknown","F72604984","Yes","No","Kitchen",NA,NA
"SITE_83","ROOM_44480","APPL_47782","Standard (approx 24in.)","KitchenAid",NA,"KDTM404KPS 0","Unknown","FX4403571","No","No","Kitchen",NA,NA
"SITE_830","ROOM_43336","APPL_20682","Standard (approx 24in.)","General Electric",NA,"GPT225SGL0WW","Unknown","MR604880K","No","No","Kitchen",NA,NA
"SITE_831","ROOM_14761","APPL_51377","Standard (approx 24in.)","Frigidaire",NA,"FGHD2465NFIA","Unknown","TK32532207","Yes","No","Kitchen",NA,NA
"SITE_832","ROOM_43672","APPL_15280","Standard (approx 24in.)","General Electric",NA,"GSD2615F00AA","Unknown","HZ878823B","No","No","Kitchen",NA,NA
"SITE_833","ROOM_12087","APPL_62275","Standard (approx 24in.)","Other","Hisense","HUI6220XCUS","2002","#04730031","No","No","Kitchen",NA,NA
"SITE_834","ROOM_3045","APPL_172849","Standard (approx 24in.)","KitchenAid",NA,"KDTE104ESS2","Unknown","F63615148","Yes","No","Kitchen",NA,NA
"SITE_835","ROOM_35853","APPL_151677","Standard (approx 24in.)","Bosch",NA,"SHE5AL02UC-05","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_838","ROOM_34982","APPL_46241","Standard (approx 24in.)","Samsung",NA,"DW80R9950US","2021","0G38GDAR703370D","Yes","Yes","Kitchen",NA,NA
"SITE_839","ROOM_38246","APPL_123382","Standard (approx 24in.)","Samsung",NA,"DW80R7060UG","Unknown","0G39GDAR6004071","Yes","No","Kitchen",NA,NA
"SITE_84","ROOM_43917","APPL_15168","Standard (approx 24in.)","KitchenAid",NA,"KDTM354DSS4","Unknown","F73203598","No","Unknown","Kitchen",NA,NA
"SITE_840","ROOM_10938","APPL_155892","Standard (approx 24in.)","General Electric",NA,"PDT845SBL3TS","Unknown","AM100958B","No","No","Kitchen",NA,NA
"SITE_841","ROOM_34957","APPL_12476","Standard (approx 24in.)","General Electric",NA,"GSD3400G00WW","Unknown","MF798291B","No","No","Kitchen",NA,NA
"SITE_843","ROOM_43676","APPL_29152","Standard (approx 24in.)","Samsung",NA,"DW80R7061US","2021","0GGYGDAR501649A","Yes","No","Kitchen",NA,NA
"SITE_844","ROOM_5355","APPL_8041","Standard (approx 24in.)","Thermador",NA,"DWHD651JFP/C9","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_845","ROOM_28182","APPL_49659","Standard (approx 24in.)","Bosch",NA,"SHE3AR56UC/16","Unknown","FD940200130","No","No","Kitchen",NA,NA
"SITE_846","ROOM_33990","APPL_139246","Standard (approx 24in.)","General Electric",NA,"GSD3300K00BB","2017","GH797607B","No","No","Kitchen",NA,NA
"SITE_847","ROOM_22639","APPL_123594","Standard (approx 24in.)","Bosch",NA,"SHE44C06UC/22","Unknown","FD860503936","No","No","Kitchen",NA,NA
"SITE_848","ROOM_31163","APPL_120814","Standard (approx 24in.)","Kenmore",NA,"#66515662992","Unknown","FK2818651","No","No","Kitchen",NA,NA
"SITE_85","ROOM_16914","APPL_168738","Standard (approx 24in.)","KitchenAid",NA,"KUDM245EWH5","Unknown","FH110744","No","No","Kitchen",NA,NA
"SITE_850","ROOM_23971","APPL_270","Standard (approx 24in.)","Maytag",NA,"Unknown","Unknown","Unknown","Yes","No","Kitchen","Unknown",NA
"SITE_851","ROOM_10656","APPL_166369","Standard (approx 24in.)","KitchenAid",NA,"KDTE234GPS0","Unknown","FX1615881","No","No","Kitchen",NA,NA
"SITE_852","ROOM_30742","APPL_63843","Standard (approx 24in.)","Bosch",NA,"ISHX5AVF5UC/22","Unknown","FD961101371","No","No","Kitchen",NA,NA
"SITE_853","ROOM_29901","APPL_152580","Standard (approx 24in.)","Maytag",NA,"MDB4949SDM3","Unknown","F65054037","Yes","No","Kitchen",NA,NA
"SITE_853","ROOM_5343","APPL_75759","Standard (approx 24in.)","Samsung",NA,"DW80F600UTS","Unknown","B00A58DGB00810B","No","No","Living Room",NA,NA
"SITE_854","ROOM_18063","APPL_49673","Standard (approx 24in.)","Whirlpool",NA,"WDF660SADB2","Unknown","F52801875","No","No","Kitchen",NA,NA
"SITE_855","ROOM_23211","APPL_32798","Standard (approx 24in.)","Maytag",NA,"MDB4949SDH3","Unknown","F70724815","Yes","No","Kitchen",NA,NA
"SITE_856","ROOM_46263","APPL_34717","Compact (< 18in.)","Miele",NA,"G818 SC VI +","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_857","ROOM_42485","APPL_19352","Standard (approx 24in.)","Bosch",NA,"SHX3AR75UC/25","Unknown","FD991000701","No","No","Kitchen",NA,NA
"SITE_858","ROOM_8646","APPL_90870","Standard (approx 24in.)","Frigidaire",NA,"FBD750RCS0","Unknown","TH50164239","No","No","Kitchen",NA,NA
"SITE_859","ROOM_161","APPL_132752","Standard (approx 24in.)","Kenmore",NA,"66513229N413","Unknown","F71309449","No","No","Kitchen",NA,NA
"SITE_86","ROOM_27919","APPL_31169","Standard (approx 24in.)","Kenmore",NA,"#36315229100","Unknown","TD314538R","No","No","Kitchen",NA,NA
"SITE_860","ROOM_1529","APPL_168393","Standard (approx 24in.)","General Electric",NA,"G51500D-03AW","1986","AT 703935B","No","No","Kitchen",NA,NA
"SITE_861","ROOM_3872","APPL_60445","Standard (approx 24in.)","Bosch",NA,"SHX43P12UC/60","Unknown","FD900600013","No","No","Kitchen",NA,NA
"SITE_862","ROOM_40199","APPL_80406","Standard (approx 24in.)","Bosch",NA,"SHVM63W53N/01","Unknown","FD970600448","No","No","Kitchen",NA,NA
"SITE_865","ROOM_10171","APPL_94070","Standard (approx 24in.)","Samsung",NA,"DW80K5050US","Unknown","B03JG8DH605265W","Yes","No","Kitchen",NA,NA
"SITE_866","ROOM_43780","APPL_48047","Standard (approx 24in.)","General Electric",NA,"GDT565SSN3SS","Unknown","SR861222B","No","No","Kitchen",NA,NA
"SITE_867","ROOM_8497","APPL_126238","Standard (approx 24in.)","Kenmore",NA,"66513259K113","Unknown","F24804827","Yes","No","Kitchen",NA,NA
"SITE_868","ROOM_30006","APPL_39217","Standard (approx 24in.)","LG",NA,"LDT7797ST","Unknown","902KWVQOR807","Yes","Yes","Kitchen",NA,NA
"SITE_869","ROOM_43269","APPL_155634","Standard (approx 24in.)","Frigidaire",NA,"FFBD2409LS0A","Unknown","TH11520842","No","No","Kitchen",NA,NA
"SITE_870","ROOM_5447","APPL_85421","Standard (approx 24in.)","Bosch",NA,"SHX5AVF5UC/22","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_871","ROOM_38873","APPL_78308","Standard (approx 24in.)","Bosch",NA,"SHEM63W55N/13","Unknown","FD010605194","No","No","Kitchen",NA,NA
"SITE_872","ROOM_41124","APPL_5381","Standard (approx 24in.)","Frigidaire",NA,"FGID2476SF7A","Unknown","KH12722663","Yes","No","Kitchen",NA,NA
"SITE_874","ROOM_11127","APPL_28703","Standard (approx 24in.)","Kenmore",NA,"#66517539200","Unknown","FM2302259","No","No","Kitchen",NA,NA
"SITE_875","ROOM_44965","APPL_24670","Standard (approx 24in.)","Hotpoint",NA,"HDA3400G02WW","2005","HH860587Y","No","No","Kitchen",NA,NA
"SITE_876","ROOM_36439","APPL_593","Standard (approx 24in.)","Whirlpool",NA,"DU1055XTS02","Unknown","FU3637989","No","No","Kitchen",NA,NA
"SITE_877","ROOM_27617","APPL_92321","Standard (approx 24in.)","Bosch",NA,"SHPM65Z55N/01","Unknown","FD000609022","No","No","Kitchen",NA,NA
"SITE_878","ROOM_39221","APPL_5322","Standard (approx 24in.)","General Electric",NA,"GDF510PGJ4BB","Unknown","HH761277B","No","No","Kitchen",NA,NA
"SITE_879","ROOM_5446","APPL_4157","Standard (approx 24in.)","Whirlpool",NA,"DU8500X","Unknown","FA4750365","No","No","Kitchen",NA,NA
"SITE_88","ROOM_35809","APPL_55767","Standard (approx 24in.)","Frigidaire",NA,"FFCD2418US3A","Unknown","TH10959038","Yes","No","Kitchen",NA,NA
"SITE_880","ROOM_3527","APPL_95448","Standard (approx 24in.)","Bosch",NA,"SHE65T56UC/01","Unknown","FD93070062","No","No","Kitchen",NA,NA
"SITE_881","ROOM_22202","APPL_19227","Standard (approx 24in.)","Frigidaire",NA,"LFID2426TF1A","Unknown","TH82001712","Yes","No","Kitchen",NA,NA
"SITE_882","ROOM_17823","APPL_31397","Standard (approx 24in.)","Bosch",NA,"SHEM63W55N/20 FD020506923","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_883","ROOM_43806","APPL_105622","Standard (approx 24in.)","LG",NA,"LDS4821ST","Unknown","108KWEL4V540","No","No","Kitchen",NA,NA
"SITE_884","ROOM_26796","APPL_148553","Standard (approx 24in.)","Bosch",NA,"Unknown","Unknown","Unknown","No","No","Kitchen","Unknown",NA
"SITE_885","ROOM_231","APPL_38047","Standard (approx 24in.)","Kenmore",NA,"66513153K701","Unknown","FW2419172","Yes","No","Kitchen",NA,NA
"SITE_886","ROOM_12891","APPL_72960","Standard (approx 24in.)","KitchenAid",NA,"KDPE234GPSO","Unknown","F83926152","No","No","Family Room",NA,NA
"SITE_887","ROOM_34666","APPL_18815","Standard (approx 24in.)","Whirlpool",NA,"WDF520PADM7","Unknown","F73520300","No","No","Kitchen",NA,NA
"SITE_888","ROOM_39820","APPL_26147","Standard (approx 24in.)","Frigidaire",NA,"FGHD2433KF1","Unknown","TH03867110","Yes","No","Kitchen",NA,NA
"SITE_89","ROOM_15717","APPL_114819","Standard (approx 24in.)","Frigidaire",NA,"FFBD2406NW0A","Unknown","TH33668542","No","No","Kitchen",NA,NA
"SITE_890","ROOM_6351","APPL_4030","Standard (approx 24in.)","Bosch",NA,"SHP865WF5N/01","Unknown","FD970701174","No","No","Kitchen",NA,NA
"SITE_891","ROOM_5563","APPL_4699","Standard (approx 24in.)","Samsung",NA,"DW80R9950US","Unknown","0G38GDAN802212Y","No","No","Kitchen",NA,NA
"SITE_892","ROOM_3682","APPL_423","Standard (approx 24in.)","Roper",NA,"Unknown","Unknown","Unknown","Yes","No","Bedroom","Unknown",NA
"SITE_892","ROOM_34008","APPL_146369","Standard (approx 24in.)","Maytag",NA,"MDBTT60AWW","Unknown","10142193GX","No","No","Kitchen",NA,NA
"SITE_894","ROOM_8808","APPL_58097","Standard (approx 24in.)","Crosley",NA,"ZDM6502AS","Unknown","3M7114500164","No","No","Kitchen",NA,NA
"SITE_895","ROOM_19936","APPL_79823","Standard (approx 24in.)","KitchenAid",NA,"KDFE104HWH0","Unknown","F84314945","No","No","Kitchen",NA,NA
"SITE_896","ROOM_31053","APPL_132875","Standard (approx 24in.)","Miele",NA,"G7156SCVISF","Unknown","64/105424756","No","No","Kitchen",NA,NA
"SITE_897","ROOM_14024","APPL_152708","Standard (approx 24in.)","KitchenAid",NA,"KDTM604KPS0","Unknown","FA0301330","No","No","Kitchen",NA,NA
"SITE_898","ROOM_38980","APPL_128599","Standard (approx 24in.)","Bosch",NA,"SHE43F16UC/61","Unknown","Unknown","Unknown","No","Kitchen",NA,NA
"SITE_899","ROOM_34427","APPL_31571","Standard (approx 24in.)","General Electric",NA,"PDWFF200P00BB","Unknown","AS704740B","No","No","Kitchen",NA,NA
