"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Model","Refrigerator_Freezer_Missing_Model_Reason","Vintage","Serial","Energy_Star","Wifi_Enabled","Primary","Size_Cubic_Feet","Size_Is_Estimated","Percent_of_Year_Used","Door_in_Door","Integrated_Screen","Icemaker_Present","Icemaker_type","Icemaker_Working","Room_Type"
"SITE_1542","ROOM_37508","APPL_140301","Side by Side w/ Bottom Freezer","General Electric",NA,"PWE23KSKBSS",NA,"Unknown","GG508724","No","No","Yes","16.2","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1542","ROOM_307","APPL_12805","Side by Side Refrigerator/Freezer","Frigidaire",NA,"FRS26ZGE",NA,"Unknown","Unknown","No","No","No","24","Measured or Known","100","No","No","Yes","Through door","Unknown","Outbuilding / Addition"
"SITE_1543","ROOM_27821","APPL_156608","R/F Bottom Freezer","LG",NA,"LFC24770ST/04",NA,"Unknown","808MRPG1V248","No","No","Yes","27","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1543","ROOM_27300","APPL_74946","Chest Freezer","Coldspot",NA,"Unknown","Unknown","Unknown","Unknown","No","No","No","8","Measured or Known","100",NA,"No","No",NA,NA,"Laundry"
"SITE_1544","ROOM_9907","APPL_13231","R/F Top Freezer","White-Westinghouse",NA,"MRT15CPEW9",NA,"1998","BA84405390","No","No","No","15","Measured or Known","100","No","No","No",NA,NA,"Garage"
"SITE_1544","ROOM_26562","APPL_6773","Side by Side Refrigerator/Freezer","General Electric",NA,"GSS23WSTA SS",NA,"Unknown","VM 402973","No","No","Yes","27","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1544","ROOM_9907","APPL_127204","Upright Full Size Single Freezer Only","Montgomery Ward",NA,"#4649",NA,"Unknown","Unknown","No","No","No","16","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1545","ROOM_30828","APPL_25435","R/F Bottom Freezer","Maytag",NA,"MFI2269VEM10",NA,"Unknown","K43602500","No","No","Yes","25.2","Measured or Known","100","No","Unknown","Yes","Through door","Yes","Kitchen"
"SITE_1545","ROOM_24467","APPL_158297","Chest Freezer","Kenmore",NA,"#25316922102",NA,"Unknown","WB90457037","No","No","No","7","Measured or Known","100",NA,"No","No",NA,NA,"Basement"
"SITE_1546","ROOM_12864","APPL_67412","R/F Top Freezer","Whirlpool",NA,"WRT318FZDB01",NA,"2015","VS55145320","No","No","Yes","22","Measured or Known","100","No","No","No","In freezer","Yes","Kitchen"
"SITE_1547","ROOM_36182","APPL_45266","Side by Side Refrigerator/Freezer","Samsung",NA,"RS23A500ASR",NA,"Unknown","0B7Z4BAR200542Y","No","No","Yes","25","Measured or Known","100","No","No","No",NA,NA,"Hallway"
"SITE_1547","ROOM_22301","APPL_20003","Chest Freezer","Frigidaire",NA,"FFC09C3AW5",NA,"Unknown","WB41825816","No","No","No","12","Measured or Known","100",NA,"No","No",NA,NA,"Closet"
"SITE_1548","ROOM_13335","APPL_101742","R/F Bottom Freezer","LG",NA,"LFX31925ST/00",NA,"2012","203KREL2G388","No","No","Yes","37","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1548","ROOM_11471","APPL_50522","R/F Bottom Freezer","Amana",NA,"ABC2037DEB",NA,"Unknown","13589531LJ","No","No","No","25","Measured or Known","100","No","No","Yes","In freezer","No","Laundry"
"SITE_1548","ROOM_1465","APPL_115305","Chest Freezer","Midea",NA,"MRCO7M5AWW",NA,"Unknown","341-A8283703-0A05-1040124","No","No","No","8","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1548","ROOM_5270","APPL_21766","Mini-Fridge","General Electric",NA,"GMRO6AAPABB",NA,"Unknown","GMRO6AAPABB","No","No","No","7","Measured or Known","100",NA,"No","No",NA,NA,"Family Room"
"SITE_1549","ROOM_11991","APPL_61785","Side by Side w/ Bottom Freezer","Samsung",NA,"RF265ABWP",NA,"2009","Unknown","Yes","No","No","26","Measured or Known","100","No","No","No",NA,NA,"Garage"
"SITE_1549","ROOM_19560","APPL_137159","Side by Side w/ Bottom Freezer","Kenmore",NA,"#59676579600",NA,"Unknown","10534517JN","No","No","Yes","24","Estimated","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1549","ROOM_11991","APPL_49762","Chest Freezer","Sears",NA,"COLDSPOT 1264",NA,"Unknown","#586316","No","No","No","22.1","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1549","ROOM_20073","APPL_141616","Side by Side w/ Bottom Freezer","KitchenAid",NA,"Unknown","Unknown","Unknown","Unknown","No","No","No","17","Estimated","100","No","No","Yes","In freezer","No","Laundry"
"SITE_155","ROOM_608","APPL_125368","Side by Side w/ Bottom Freezer","Samsung",NA,"RF28HDEDBSR",NA,"2016","Unknown","Yes","No","Yes","32","Measured or Known","100","Yes","No","Yes","Through door","Yes","Kitchen"
"SITE_1550","ROOM_3405","APPL_45286","Side by Side w/ Bottom Freezer","General Electric",NA,"GNE25JSKCFSS",NA,"Unknown","LH306840","No","No","Yes","27.1","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1551","ROOM_4761","APPL_44266","R/F Bottom Freezer","Whirlpool",NA,"AFD2535FES6",NA,"Unknown","K01890682","No","No","Yes","30","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1552","ROOM_35288","APPL_41899","Chest Freezer","Frigidaire",NA,"FFC13K1AW1",NA,"2002","WB24741111","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Laundry"
"SITE_1552","ROOM_45572","APPL_131206","Side by Side Refrigerator/Freezer","General Electric",NA,"GSHF6HGDBCBB",NA,"Unknown","VZ 418480","No","No","Yes","Unknown",NA,"100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1553","ROOM_36822","APPL_91476","R/F Bottom Freezer","LG",NA,"LFX25974ST/06",NA,"2017","703TRKH10173","No","No","Yes","31","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1553","ROOM_14174","APPL_112858","Upright Full Size Single Freezer Only","Frigidaire",NA,"FFFH20F2QWC",NA,"Unknown","WB73169098","No","No","No","22","Measured or Known","100",NA,"No","No",NA,NA,"Closet"
"SITE_1554","ROOM_43489","APPL_133077","Side by Side w/ Bottom Freezer","Other","Café","CFE28TP4MJW2",NA,"Unknown","GT514440","Yes","No","Yes","27.8","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1555","ROOM_40837","APPL_3750","R/F Top Freezer","Whirlpool",NA,"WRT511SZDW00",NA,"Unknown","VS 64846147","No","No","Yes","Unknown",NA,"100","No","No","No",NA,NA,"Kitchen"
"SITE_1555","ROOM_43862","APPL_123728","Upright Full Size Single Freezer Only","Whirlpool",NA,"EVL202NXTN02",NA,"Unknown","EWY4355908","Yes","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_1556","ROOM_3414","APPL_157390","R/F Bottom Freezer","Kenmore",NA,"#79578092901",NA,"Unknown","008MRZL26149","No","No","Yes","19","Estimated","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1556","ROOM_26072","APPL_51345","Side by Side Refrigerator/Freezer","Whirlpool",NA,"ED22DCXBWOO",NA,"Unknown","SD3812436","No","No","No","22","Measured or Known","100","No","No","Yes","Through door","Unknown","Outbuilding / Addition"
"SITE_1556","ROOM_26072","APPL_98092","Upright Full Size Single Freezer Only","Montgomery Ward",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","15","Estimated","100",NA,"No","No",NA,NA,"Outbuilding / Addition"
"SITE_1557","ROOM_36289","APPL_146024","R/F Top Freezer","Whirlpool",NA,"W8TXNWFWQ01",NA,"2010","VS00937961","No","No","Yes","21.3","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1557","ROOM_22755","APPL_116168","Chest Freezer","Kelvinator",NA,"Unknown","NAMEPLATE IS ILLEGIBLE","Unknown","Unknown","No","No","No","20.8","Measured or Known","100",NA,"No","No",NA,NA,"Mechanical"
"SITE_1558","ROOM_10431","APPL_136278","R/F Top Freezer","Kenmore",NA,"106 78942890",NA,"1998","EH3819443","No","No","Yes","19","Estimated","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1558","ROOM_5829","APPL_27024","Upright Full Size Single Freezer Only","Whirlpool",NA,"EV250NXRQ04",NA,"2008","EWW3919812","No","No","No","5","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1559","ROOM_20120","APPL_53321","Upright Full Size Single Freezer Only","Kenmore",NA,"#25320402000",NA,"Unknown","WB01921174","No","No","No","14.8","Measured or Known","100",NA,"No","No",NA,NA,"Basement"
"SITE_1559","ROOM_17921","APPL_124806","Side by Side Refrigerator/Freezer","Amana",NA,"SSD25TL",NA,"Unknown","#9610107798","No","No","Yes","24.2","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_156","ROOM_14750","APPL_31614","R/F Top Freezer","Frigidaire",NA,"FFTR1814TW6",NA,"2019","BA90914254","No","No","Yes","Unknown",NA,"100","No","No","No",NA,NA,"Kitchen"
"SITE_156","ROOM_35746","APPL_25971","Upright Full Size Single Freezer Only","Gibson",NA,"FV16M4",NA,"Unknown","Unknown","No","No","No","16","Measured or Known","100",NA,"No","No",NA,NA,"Laundry"
"SITE_1560","ROOM_1407","APPL_145911","Full Size Single Refrigerator Only","Frigidaire",NA,"FGRU19F6QFD",NA,"2019","WA93201693","No","No","Yes","19.2","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1560","ROOM_20782","APPL_86351","Upright Full Size Single Freezer Only","Insignia",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","9","Measured or Known","100",NA,"No","No",NA,NA,"Closet"
"SITE_1560","ROOM_10272","APPL_173846","Upright Full Size Single Freezer Only","Danby",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","Yes","No","No","15.6","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1560","ROOM_10272","APPL_72792","Chest Freezer","Frigidaire",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","7.8","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1561","ROOM_4035","APPL_131168","Side by Side Refrigerator/Freezer","Kenmore",NA,"#10651173310",NA,"2014","HR41113666","No","No","Yes","25.9","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1561","ROOM_6629","APPL_41269","Chest Freezer","Kenmore",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","15.5","Estimated","100",NA,"No","No",NA,NA,"Closet"
"SITE_1561","ROOM_18964","APPL_127594","Chest Freezer","Frigidaire",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","10.2","Measured or Known","100",NA,"No","No",NA,NA,"Family Room"
"SITE_1562","ROOM_46469","APPL_11628","R/F Bottom Freezer","Amana",NA,"ABB1921DEW",NA,"Unknown","13820451LL","No","No","No","23","Measured or Known","100","No","No","No",NA,NA,"Living Room"
"SITE_1562","ROOM_201","APPL_80205","Side by Side Refrigerator/Freezer","LG",NA,"LSXS26326S/02",NA,"Unknown","807MRTTOL489","No","No","Yes","29","Measured or Known","100","Unknown","No","Yes","Through door","Yes","Kitchen"
"SITE_1562","ROOM_10457","APPL_174929","Chest Freezer","Magic Chef",NA,"HMCF7W4",NA,"Unknown","Unknown","No","No","No","7","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1562","ROOM_10457","APPL_32181","Upright Full Size Single Freezer Only","Magic Chef",NA,"HMUF6WE",NA,"Unknown","Unknown","No","No","No","5","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1563","ROOM_11646","APPL_26311","Side by Side Refrigerator/Freezer","General Electric",NA,"GZ522IMNWHES",NA,"Unknown","DT 411006","No","No","Yes","22","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1564","ROOM_26869","APPL_130715","Side by Side Refrigerator/Freezer","General Electric",NA,"GSS20IETE WW",NA,"Unknown","SM232378","No","No","Yes","24","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1565","ROOM_12999","APPL_130959","Chest Freezer","Kenmore",NA,"#2539133582",NA,"Unknown","S310245854","No","No","No","30","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1565","ROOM_5562","APPL_75248","R/F Bottom Freezer","Thermador",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","Unknown","Unknown","Yes","27","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1565","ROOM_12999","APPL_138335","R/F Top Freezer","Hotpoint",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","19","Measured or Known","100","No","No","No",NA,NA,"Garage"
"SITE_1566","ROOM_27218","APPL_25548","R/F Top Freezer","Kenmore",NA,"#10674952400",NA,"2004","ER3330110","No","No","Yes","21.3","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1566","ROOM_41366","APPL_23566","Upright Full Size Single Freezer Only","Maytag",NA,"MZF34X16DW00",NA,"2016","U64403105","No","No","No","15.5","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1567","ROOM_3794","APPL_4641","R/F Top Freezer","Frigidaire",NA,"FRT18S6AW8",NA,"2003","BA33228300","No","No","Yes","21","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1567","ROOM_37370","APPL_4806","Upright Full Size Single Freezer Only","Frigidaire",NA,"FFFU06M1TW",NA,"Unknown","AB 71 5 0 8 5 5 2","Yes","No","No","7","Measured or Known","100",NA,"No","No",NA,NA,"Outside"
"SITE_1568","ROOM_445","APPL_114737","R/F Bottom Freezer","Kenmore",NA,"#11173025713",NA,"Unknown","#KE204E01200381","No","No","Yes","30","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_157","ROOM_19028","APPL_9049","R/F Top Freezer","Frigidaire",NA,"FRT18L4JW5",NA,"2009","BA92734304","No","No","Yes","Unknown",NA,"100","No","No","No",NA,NA,"Kitchen"
"SITE_1571","ROOM_40631","APPL_9314","R/F Bottom Freezer","Whirlpool",NA,"WRB322DMBM01",NA,"Unknown","K94620402","No","No","Yes","22","Estimated","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1571","ROOM_19755","APPL_120162","R/F Top Freezer","Amana",NA,"TQ18RBL",NA,"Unknown","#9302246653","No","No","No","18","Estimated","100","No","No","No",NA,NA,"Garage"
"SITE_1571","ROOM_19755","APPL_93259","Upright Full Size Single Freezer Only","Frigidaire",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","20","Estimated","100",NA,"No","No",NA,NA,"Garage"
"SITE_1572","ROOM_17762","APPL_149543","R/F Top Freezer","Montgomery Ward",NA,"HMG174340B",NA,"Unknown","38J32393792","No","No","Yes","17","Estimated","100","No","No","No",NA,NA,"Kitchen"
"SITE_1572","ROOM_16370","APPL_141666","R/F Top Freezer","Magic Chef",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","12","Estimated","100","No","No","No",NA,NA,"Basement"
"SITE_1573","ROOM_32379","APPL_85648","Chest Freezer","Crosley",NA,"CFC051QW",NA,"Unknown","1D64033832","No","No","No","6","Estimated","100",NA,"No","No",NA,NA,"Basement"
"SITE_1573","ROOM_19782","APPL_163749","R/F Bottom Freezer","Haier",NA,"HRQ16N3BGS",NA,"Unknown","Unknown","No","No","Yes","16.4","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1574","ROOM_10961","APPL_47528","R/F Top Freezer","Kenmore",NA,"#10678942890",NA,"1998","EH3819527","No","No","Yes","Unknown",NA,"100","No","No","No",NA,NA,"Kitchen"
"SITE_1574","ROOM_19135","APPL_39706","Upright Full Size Single Freezer Only","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","No","No","Unknown",NA,"100",NA,"No","Unknown",NA,NA,"Garage"
"SITE_1575","ROOM_46529","APPL_11489","R/F Top Freezer","Electrolux",NA,"FRT18G5AW6",NA,"2003","BA31419906","No","No","No","18","Estimated","100","No","No","No",NA,NA,"Garage"
"SITE_1575","ROOM_3006","APPL_125272","Side by Side Refrigerator/Freezer","Whirlpool",NA,"Unknown","Unknown","Unknown","Unknown","No","No","Yes","Unknown",NA,"100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1576","ROOM_35550","APPL_45603","R/F Top Freezer","Magic Chef",NA,"CTB1925GRW",NA,"Unknown","11116555X5","No","No","No","19","Estimated","100","No","No","No",NA,NA,"Garage"
"SITE_1576","ROOM_41851","APPL_73119","R/F Bottom Freezer","Amana",NA,"AFD2535DES",NA,"Unknown","11489367GJ","No","No","Yes","25","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1577","ROOM_36743","APPL_11970","R/F Bottom Freezer","Kenmore",NA,"#79579043310",NA,"Unknown","411MRGC02471","No","No","Yes","Unknown",NA,"100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1577","ROOM_21311","APPL_123659","R/F Top Freezer","Amana",NA,"TSI 18A3W",NA,"Unknown","940-423-1953","No","No","No","Unknown",NA,"100","No","No","No",NA,NA,"Garage"
"SITE_1577","ROOM_21311","APPL_86562","Chest Freezer","Montgomery Ward",NA,"Unknown",NA,"Unknown","Unknown","No","No","Yes","21","Unknown","100",NA,"No","No",NA,NA,"Garage"
"SITE_1578","ROOM_44194","APPL_113202","R/F Top Freezer","Amana",NA,"TZI21R2E",NA,"Unknown","#9306169625","Unknown","No","Yes","16","Estimated","100","No","No","Yes","In freezer","No","Kitchen"
"SITE_1578","ROOM_35353","APPL_104885","Mini-Fridge","Magic Chef",NA,"MCUF88W",NA,"Unknown","Unknown","Unknown","No","Unknown","8.8","Measured or Known","100",NA,"No","No",NA,NA,"Basement"
"SITE_1579","ROOM_28137","APPL_17321","R/F Bottom Freezer","LG",NA,"LFDS22520S/00",NA,"Unknown","708MRSS0L102","No","No","Yes","Unknown",NA,"100","No","No","No",NA,NA,"Kitchen"
"SITE_158","ROOM_23221","APPL_95918","R/F Top Freezer","Frigidaire",NA,"FRT15B3AW1",NA,"2001","BA13734652","No","No","No","24","Estimated","100","No","No","No",NA,NA,"Basement"
"SITE_158","ROOM_23221","APPL_69438","Upright Full Size Single Freezer Only","Frigidaire",NA,"FFU21M7HWM",NA,"2012","WB20864403","No","No","No","35","Estimated","100",NA,"No","No",NA,NA,"Basement"
"SITE_158","ROOM_18566","APPL_72713","R/F Bottom Freezer","LG",NA,"LFXC22526S/01",NA,"Unknown","002KRDJ0Q970","Yes","No","Yes","32","Measured or Known","100","Yes","No","Yes","Through door","Yes","Kitchen"
"SITE_1580","ROOM_15171","APPL_88109","Side by Side w/ Bottom Freezer","LG",NA,"LFC25776SW/03",NA,"Unknown","210KRSB12430","No","No","Yes","25","Estimated","100","No","No","No",NA,NA,"Kitchen"
"SITE_1581","ROOM_41495","APPL_43540","Side by Side w/ Bottom Freezer","Maytag",NA,"MFF2558VEW0",NA,"Unknown","KY 338-6492","No","No","Yes","Unknown",NA,"100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1581","ROOM_21893","APPL_130103","Chest Freezer","Frigidaire",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","Yes","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_1581","ROOM_21893","APPL_167494","Chest Freezer","Unknown",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","Yes","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_1582","ROOM_25321","APPL_34446","Side by Side Refrigerator/Freezer","Whirlpool",NA,"WRS325FDAB06",NA,"2016","HR60612717","No","No","Yes","25","Measured or Known","100","No","No","Yes","Through door","Yes","Laundry"
"SITE_1583","ROOM_18296","APPL_88307","Side by Side w/ Bottom Freezer","KitchenAid",NA,"KBFS20EBMS11",NA,"Unknown","K23512381","No","No","Yes","Unknown",NA,"100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1584","ROOM_46167","APPL_75044","Side by Side w/ Bottom Freezer","Samsung",NA,"RF18HFENBSR",NA,"Unknown","0G7K4DBM300706Z","No","No","Yes","Unknown",NA,"100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1584","ROOM_6141","APPL_104118","Chest Freezer","Kenmore",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","Yes","Unknown",NA,"100",NA,"No","No",NA,NA,"Basement"
"SITE_1584","ROOM_6141","APPL_141566","R/F Top Freezer","Kenmore",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","Unknown",NA,"100","No","No","No",NA,NA,"Basement"
"SITE_1584","ROOM_6141","APPL_92120","Chest Freezer","Montgomery Ward",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Basement"
"SITE_1585","ROOM_32878","APPL_75559","R/F Top Freezer","Frigidaire",NA,"FRT21LR7AWF",NA,"2006","4A63518835","No","No","Yes","23","Estimated","100","No","No","No",NA,NA,"Kitchen"
"SITE_1586","ROOM_7725","APPL_62499","R/F Top Freezer","Whirlpool",NA,"ET1CHEXSQ01",NA,"2007","EU3606031","No","No","Yes","21","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1587","ROOM_9567","APPL_143655","R/F Top Freezer","Whirlpool",NA,"MBF2556KEQ1",NA,"2020","KY1658972","No","No","Yes","23","Estimated","100","Yes","No","Yes","Through door","Yes","Kitchen"
"SITE_1588","ROOM_922","APPL_6128","Side by Side Refrigerator/Freezer","Kenmore",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","Unknown","No","Yes","18","Estimated","100","Yes","No","Yes","Through door","No","Kitchen"
"SITE_1589","ROOM_23945","APPL_82057","R/F Top Freezer","Sears",NA,"#25336809892",NA,"1998","BA85113203","No","No","Yes","Unknown",NA,"100","No","No","No",NA,NA,"Kitchen"
"SITE_1589","ROOM_30911","APPL_143239","Chest Freezer","Montgomery Ward",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","Yes","Unknown",NA,"100",NA,"No","No",NA,NA,"Other"
"SITE_1589","ROOM_12552","APPL_12759","Chest Freezer","Midea",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
